t_s,rss_kb,phase
0.000,347932,start
0.113,357676,start
0.445,397972,setup
0.548,420344,after_setup
1.996,498164,loop
3.241,549424,loop
3.372,594108,loop
3.534,642156,loop
3.644,690996,loop
3.834,736140,loop
3.987,782604,loop
4.192,838012,loop
4.294,839500,loop
4.397,839508,loop
4.497,839508,loop
4.598,839508,loop
4.699,839508,loop
4.799,839528,loop
4.905,839528,loop
5.005,839532,loop
5.106,839536,loop
5.206,839540,loop
5.308,839540,loop
5.408,839544,loop
5.510,839548,loop
5.610,839548,loop
5.714,839552,loop
5.815,839556,loop
5.917,839560,loop
6.017,839560,loop
6.118,839564,loop
6.218,839568,loop
6.322,839568,loop
6.424,839572,loop
6.526,839576,loop
6.632,839580,loop
6.734,839584,loop
6.835,839584,loop
6.936,839588,loop
7.036,839592,loop
7.136,839596,loop
7.237,839596,loop
7.338,839600,loop
7.442,839604,loop
7.547,839604,loop
7.650,839608,loop
7.750,839612,loop
7.852,839616,loop
7.953,839616,loop
8.054,839620,loop
8.156,839624,loop
8.256,839624,loop
8.359,839628,loop
8.461,839632,loop
8.562,839636,loop
8.666,839640,loop
8.767,839640,loop
8.868,839644,loop
8.969,839648,loop
9.073,839648,loop
9.175,839652,loop
9.278,839656,loop
9.379,839660,loop
9.480,839664,loop
9.580,839664,loop
9.681,839668,loop
9.782,839672,loop
9.883,839676,loop
9.984,839676,loop
10.084,839680,loop
10.185,839684,loop
10.286,839684,loop
10.391,839688,loop
10.493,839692,loop
10.594,839924,loop
10.696,839924,loop
10.798,839928,loop
10.900,839932,loop
11.001,839932,loop
11.104,839936,loop
11.208,839940,loop
11.310,839944,loop
11.411,839944,loop
11.514,839948,loop
11.616,839952,loop
11.716,839952,loop
11.818,839956,loop
11.919,839960,loop
12.020,839964,loop
12.123,839964,loop
12.227,839968,loop
12.330,839972,loop
12.430,839976,loop
12.532,839976,loop
12.633,839980,loop
12.734,839984,loop
12.836,839988,loop
12.940,839992,loop
13.042,839992,loop
13.143,839996,loop
13.244,840000,loop
13.345,840000,loop
13.447,840004,loop
13.547,840008,loop
13.649,840012,loop
13.753,840016,loop
13.853,840016,loop
13.955,840020,loop
14.057,840024,loop
14.158,840028,loop
14.259,840028,loop
14.359,840032,loop
14.460,840032,loop
14.561,840036,loop
14.664,840040,loop
14.765,840044,loop
14.865,840044,loop
14.966,840048,loop
15.066,840052,loop
15.168,840056,loop
15.270,840056,loop
15.371,840060,loop
15.472,840064,loop
15.575,840068,loop
15.676,840068,loop
15.778,840072,loop
15.879,840072,loop
15.980,840080,loop
16.081,840080,loop
16.184,840084,loop
16.285,840088,loop
16.387,840092,loop
16.488,840092,loop
16.589,840096,loop
16.690,840100,loop
16.791,840104,loop
16.896,840104,loop
16.996,840108,loop
17.099,840112,loop
17.200,840112,loop
17.300,840116,loop
17.401,840120,loop
17.502,840120,loop
17.603,840128,loop
17.707,840132,loop
17.807,840136,loop
17.909,840140,loop
18.010,840140,loop
18.110,840144,loop
18.211,840148,loop
18.313,840148,loop
18.413,840152,loop
18.513,840156,loop
18.618,840160,loop
18.719,840160,loop
18.822,840164,loop
18.928,840168,loop
19.030,840172,loop
19.130,840172,loop
19.231,840176,loop
19.332,840180,loop
19.436,840184,loop
19.536,840184,loop
19.636,840188,loop
19.737,840192,loop
19.838,840196,loop
19.938,840196,loop
20.039,840200,loop
20.139,840204,loop
20.240,840208,loop
20.344,840208,loop
20.444,840212,loop
20.544,840216,loop
20.645,840220,loop
20.748,840220,loop
20.848,841108,loop
20.951,841112,loop
21.052,841112,loop
21.152,841116,loop
21.257,841120,loop
21.358,841124,loop
21.458,841124,loop
21.559,841128,loop
21.659,841132,loop
21.760,841132,loop
21.863,841136,loop
21.964,841140,loop
22.067,841144,loop
22.168,841148,loop
22.272,841148,loop
22.373,841152,loop
22.474,841156,loop
22.574,841160,loop
22.675,841160,loop
22.776,841164,loop
22.876,841168,loop
22.977,841168,loop
23.078,841172,loop
23.180,841176,loop
23.281,841180,loop
23.384,841180,loop
23.485,841184,loop
23.586,841188,loop
23.688,841192,loop
23.789,841192,loop
23.889,841196,loop
23.991,841200,loop
24.091,841204,loop
24.192,841204,loop
24.294,841208,loop
24.396,841212,loop
24.501,841216,loop
24.601,841220,loop
24.702,841220,loop
24.804,841224,loop
24.905,841228,loop
25.005,841228,loop
25.106,841232,loop
25.208,841236,loop
25.310,841236,loop
25.411,841240,loop
25.512,841244,loop
25.612,841248,loop
25.714,841252,loop
25.816,841252,loop
25.916,841256,loop
26.018,841260,loop
26.119,841264,loop
26.219,841264,loop
26.320,841268,loop
26.422,841272,loop
26.523,841272,loop
26.625,841276,loop
26.731,841280,loop
26.831,841284,loop
26.932,841284,loop
27.032,841288,loop
27.134,841292,loop
27.236,841292,loop
27.337,841296,loop
27.438,841300,loop
27.546,841648,loop
27.656,841648,loop
27.776,841652,loop
27.892,841652,loop
28.007,841652,loop
28.122,841652,loop
28.242,841652,loop
28.353,841652,loop
28.468,841652,loop
28.588,841652,loop
28.709,841652,loop
28.819,841652,loop
28.929,841652,loop
29.034,841652,loop
29.144,841652,loop
29.255,841652,loop
29.365,841652,loop
29.475,841652,loop
29.585,841652,loop
29.695,841652,loop
29.806,841652,loop
29.916,841652,loop
30.031,841652,loop
30.156,841652,loop
30.267,841652,loop
30.377,841652,loop
30.497,841652,loop
30.607,841652,loop
30.723,841652,loop
30.833,841652,loop
30.958,841652,loop
31.068,841716,loop
31.184,841716,loop
31.304,841716,loop
31.414,841716,loop
31.529,841716,loop
31.640,841716,loop
31.755,841716,loop
31.880,841716,loop
31.990,841716,loop
32.101,841716,loop
32.206,841716,loop
32.321,841716,loop
32.431,841716,loop
32.542,841716,loop
32.652,841716,loop
32.762,841716,loop
32.867,841716,loop
32.982,841716,loop
33.098,841716,loop
33.213,841716,loop
33.323,841716,loop
33.438,841716,loop
33.548,841716,loop
33.659,841716,loop
33.774,841716,loop
33.879,841716,loop
33.994,841716,loop
34.105,841716,loop
34.220,841716,loop
34.330,841716,loop
34.445,841716,loop
34.555,841716,loop
34.671,841716,loop
34.781,841716,loop
34.891,841716,loop
35.006,841716,loop
35.122,841716,loop
35.232,841716,loop
35.337,841716,loop
35.447,841716,loop
35.557,841716,loop
35.668,841716,loop
35.783,841716,loop
35.893,841716,loop
36.008,841716,loop
36.119,841716,loop
36.229,841716,loop
36.339,841716,loop
36.464,841716,loop
36.580,841716,loop
36.690,841716,loop
36.854,519440,after_loop
