t_s,rss_kb,phase
0.000,347904,start
0.114,357772,start
0.231,378364,after_setup
0.336,389904,after_setup
0.436,397836,after_setup
0.541,414440,loop
0.652,419984,loop
0.757,424788,loop
0.862,430068,loop
0.962,445700,loop
