t_s,rss_kb,phase
0.000,347664,start
0.113,357576,start
0.230,378180,setup
0.444,396676,setup
0.547,419160,after_setup
1.992,483652,loop
3.149,529892,loop
3.292,563548,loop
3.402,610804,loop
3.532,644596,loop
3.640,672380,loop
3.824,673480,loop
4.111,673480,loop
4.310,673480,loop
4.622,673480,loop
6.682,673480,loop
7.274,673480,loop
7.525,673828,loop
7.790,673828,loop
7.972,673828,loop
8.394,673828,loop
8.499,673828,loop
8.626,673828,loop
8.729,673828,loop
8.834,673828,loop
8.939,673828,loop
9.039,673828,loop
9.141,673828,loop
9.246,673828,loop
9.348,673828,loop
9.456,673828,loop
9.562,673828,loop
9.664,673828,loop
9.766,673828,loop
9.877,673828,loop
9.978,673828,loop
10.081,673828,loop
10.184,673828,loop
10.289,673828,loop
10.391,673828,loop
10.497,673828,loop
10.602,673828,loop
10.715,673828,loop
10.816,673828,loop
10.920,673828,loop
11.023,673828,loop
11.125,673828,loop
11.229,673828,loop
11.337,673828,loop
11.441,673828,loop
11.545,673828,loop
11.652,673828,loop
11.768,673828,loop
11.872,673828,loop
11.979,673828,loop
12.081,673828,loop
12.198,673828,loop
12.312,673828,loop
12.428,673828,loop
12.529,673828,loop
12.641,673828,loop
12.744,673828,loop
12.848,673828,loop
12.959,673828,loop
13.066,673828,loop
13.170,673828,loop
13.292,673828,loop
13.394,673828,loop
13.500,673828,loop
13.608,673828,loop
13.718,673828,loop
13.820,673828,loop
13.923,673828,loop
14.028,673828,loop
14.137,673828,loop
14.243,673828,loop
14.353,673828,loop
14.458,673828,loop
14.563,673828,loop
14.666,673828,loop
14.767,673828,loop
14.871,673828,loop
14.973,673828,loop
15.073,673828,loop
15.179,673828,loop
15.279,673828,loop
15.383,673828,loop
15.487,673828,loop
15.591,673828,loop
15.693,673828,loop
15.793,673828,loop
15.897,673828,loop
16.001,673828,loop
16.104,673828,loop
16.210,673828,loop
16.317,673828,loop
16.418,673828,loop
16.525,673828,loop
16.632,673828,loop
16.735,673828,loop
16.838,673828,loop
16.939,673828,loop
17.040,673828,loop
17.146,673828,loop
17.250,673828,loop
17.361,673828,loop
17.464,673828,loop
17.568,673828,loop
17.668,673828,loop
17.774,674084,loop
17.877,674084,loop
17.978,674084,loop
18.083,674084,loop
18.187,674084,loop
18.289,674084,loop
18.392,674084,loop
18.499,674084,loop
18.602,674084,loop
18.707,674084,loop
18.818,674084,loop
18.919,674084,loop
19.022,674084,loop
19.125,674084,loop
19.227,674084,loop
19.330,674084,loop
19.438,674084,loop
19.543,674084,loop
19.647,674084,loop
19.753,674084,loop
19.860,674084,loop
19.963,674084,loop
20.069,674084,loop
20.176,674084,loop
20.283,674084,loop
20.385,674084,loop
20.494,674084,loop
20.596,674084,loop
20.699,674084,loop
20.799,674084,loop
20.901,674084,loop
21.003,674084,loop
21.108,674084,loop
21.210,674084,loop
21.313,674084,loop
21.424,674084,loop
21.525,674084,loop
21.625,674084,loop
21.730,674084,loop
21.840,674084,loop
21.942,674084,loop
22.045,674084,loop
22.146,674084,loop
22.248,674084,loop
22.350,674084,loop
22.450,674084,loop
22.553,674084,loop
22.659,674084,loop
22.762,674084,loop
22.863,674084,loop
22.971,674084,loop
23.075,674084,loop
23.175,674084,loop
23.278,674084,loop
23.380,674084,loop
23.485,674084,loop
23.586,674084,loop
23.693,674084,loop
23.794,674084,loop
23.900,674084,loop
24.006,674084,loop
24.107,674084,loop
24.208,674084,loop
24.314,674084,loop
24.419,674084,loop
24.520,674084,loop
24.622,674084,loop
24.723,674084,loop
24.824,674084,loop
24.926,674084,loop
25.028,674084,loop
25.129,674084,loop
25.231,674084,loop
25.332,674084,loop
25.433,674084,loop
25.533,674084,loop
25.634,674084,loop
25.738,674084,loop
25.839,674084,loop
25.946,674084,loop
26.049,674084,loop
26.150,674084,loop
26.252,674084,loop
26.401,512192,after_loop
