t_s,rss_kb,phase
0.000,347784,start
0.114,371596,start
0.285,381704,setup
0.388,388908,setup
0.644,418592,setup
0.819,475568,after_setup
2.997,518292,loop
4.058,549144,loop
4.203,598092,loop
4.351,622632,loop
4.481,622632,loop
4.591,622716,loop
4.702,622716,loop
4.817,622716,loop
4.927,546916,loop
