t_s,rss_kb,phase
0.000,347688,start
0.113,357004,start
0.331,413452,setup
0.675,439852,after_setup
0.812,510608,loop
4.364,729996,loop
4.522,776956,loop
4.669,829228,loop
4.838,876484,loop
4.956,914236,loop
5.106,960700,loop
5.292,1019044,loop
5.562,1091328,loop
5.854,1182408,loop
5.964,1284576,loop
6.218,1295928,loop
6.328,1403368,loop
6.679,1453680,loop
6.795,1552416,loop
7.255,1625968,loop
7.365,1729192,loop
7.480,1828192,loop
7.968,1847348,loop
8.081,1878204,loop
8.181,1878212,loop
8.285,1878212,loop
8.389,1878216,loop
8.490,1878220,loop
8.591,1878220,loop
8.691,1878220,loop
8.794,1878224,loop
8.894,1878224,loop
8.998,1878228,loop
9.099,1878232,loop
9.200,1878236,loop
9.301,1878236,loop
9.401,1878236,loop
9.502,1878236,loop
9.604,1878236,loop
9.706,1878236,loop
9.810,1878236,loop
9.911,1878236,loop
10.012,1878236,loop
10.113,1878236,loop
10.214,1878260,loop
10.315,1878260,loop
10.416,1878260,loop
10.516,1878260,loop
10.618,1878260,loop
10.718,1878260,loop
10.819,1878260,loop
10.919,1878260,loop
11.020,1878280,loop
11.121,1878280,loop
11.222,1878280,loop
11.324,1878280,loop
11.426,1878280,loop
11.527,1878280,loop
11.628,1878280,loop
11.730,1878280,loop
11.833,1878280,loop
11.934,1878280,loop
12.035,1878280,loop
12.137,1878280,loop
12.238,1878280,loop
12.338,1878312,loop
12.439,1878312,loop
12.540,1878312,loop
12.641,1878312,loop
12.742,1878312,loop
12.843,1878312,loop
12.944,1878312,loop
13.045,1878312,loop
13.146,1878312,loop
13.247,1878312,loop
13.347,1878312,loop
13.448,1878544,loop
13.550,1878544,loop
13.650,1878544,loop
13.755,1878580,loop
13.857,1878580,loop
13.957,1878580,loop
14.060,1878580,loop
14.160,1878580,loop
14.261,1878580,loop
14.362,1878580,loop
14.462,1878580,loop
14.564,1878580,loop
14.667,1878580,loop
14.769,1878580,loop
14.870,1878580,loop
14.972,1878580,loop
15.073,1878580,loop
15.173,1878580,loop
15.274,1878616,loop
15.375,1878616,loop
15.475,1878616,loop
15.576,1878616,loop
15.677,1878616,loop
15.778,1878616,loop
15.879,1878616,loop
15.981,1878616,loop
16.082,1878616,loop
16.185,1878616,loop
16.286,1878616,loop
16.388,1878616,loop
16.488,1878648,loop
16.590,1878652,loop
16.690,1878656,loop
16.792,1878656,loop
16.895,1878660,loop
16.997,1878660,loop
17.098,1878664,loop
17.200,1878668,loop
17.301,1878668,loop
17.405,1878672,loop
17.506,1878676,loop
17.608,1878676,loop
17.713,1878680,loop
17.813,1878680,loop
17.915,1878684,loop
18.015,1878688,loop
18.117,1878688,loop
18.219,1878692,loop
18.319,1878696,loop
18.422,1878696,loop
18.523,1878700,loop
18.624,1878700,loop
18.725,1878704,loop
18.828,1878708,loop
18.928,1878708,loop
19.031,1878712,loop
19.133,1878716,loop
19.238,1878720,loop
19.339,1878720,loop
19.440,1878724,loop
19.540,1878724,loop
19.640,1878728,loop
19.741,1878732,loop
19.843,1878732,loop
19.944,1878736,loop
20.045,1878736,loop
20.146,1878740,loop
20.247,1878744,loop
20.347,1878744,loop
20.449,1878748,loop
20.550,1878752,loop
20.650,1878752,loop
20.751,1878756,loop
20.852,1878756,loop
20.954,1878760,loop
21.055,1878764,loop
21.155,1878764,loop
21.257,1878768,loop
21.359,1878768,loop
21.460,1878772,loop
21.560,1878776,loop
21.662,1878780,loop
21.764,1878780,loop
21.865,1878784,loop
21.965,1878784,loop
22.067,1878788,loop
22.168,1878792,loop
22.269,1878792,loop
22.369,1878796,loop
22.470,1878800,loop
22.572,1878800,loop
22.672,1878804,loop
22.773,1878804,loop
22.874,1878808,loop
22.975,1878812,loop
23.075,1878812,loop
23.176,1878816,loop
23.277,1878820,loop
23.378,1878820,loop
23.478,1878824,loop
23.579,1878824,loop
