t_s,rss_kb,phase
0.000,349416,start
0.113,358760,start
0.284,381748,setup
0.384,389656,setup
0.505,424000,setup
0.870,481340,after_setup
3.227,523084,loop
4.246,554172,loop
4.391,602984,loop
4.544,627504,loop
4.664,627656,loop
4.774,627656,loop
