t_s,rss_kb,phase
0.000,348036,start
0.112,357200,start
0.239,378316,setup
0.475,396516,setup
0.575,418648,after_setup
2.164,499004,loop
4.703,598644,loop
4.818,608104,loop
4.953,664904,loop
5.092,712688,loop
5.202,756128,loop
5.312,785168,loop
5.459,828464,loop
5.649,884312,loop
5.931,966932,loop
6.052,1031212,loop
6.196,1031364,loop
6.344,1031368,loop
6.534,1031368,loop
6.640,1031368,loop
7.021,1031380,loop
7.279,1031388,loop
7.854,1031408,loop
8.070,1031408,loop
8.314,1031420,loop
8.695,1031432,loop
9.082,1031440,loop
9.301,1031484,loop
9.645,1031484,loop
9.748,1031488,loop
10.015,1031496,loop
10.861,1031516,loop
11.033,1031520,loop
11.509,1031528,loop
11.810,1031540,loop
12.302,1032724,loop
12.768,1032736,loop
13.139,1032752,loop
14.224,1032772,loop
14.714,1032788,loop
15.159,1032796,loop
15.831,1032812,loop
16.540,1032828,loop
16.653,1032832,loop
16.765,1032836,loop
16.868,1032840,loop
16.969,1032840,loop
17.072,1032844,loop
17.174,1032848,loop
17.291,1032852,loop
17.392,1032852,loop
17.492,1032856,loop
17.610,1032860,loop
17.717,1032864,loop
17.826,1032868,loop
17.927,1032868,loop
18.032,1032872,loop
18.136,1032876,loop
18.239,1032880,loop
18.342,1032880,loop
18.452,1032884,loop
18.553,1032888,loop
18.656,1032892,loop
18.763,1032896,loop
18.864,1032896,loop
18.967,1032900,loop
19.088,1032904,loop
19.193,1032908,loop
19.300,1032908,loop
19.402,1034960,loop
19.507,1034960,loop
19.608,1034964,loop
19.722,1034968,loop
19.823,1034972,loop
19.935,1034972,loop
20.041,1034976,loop
20.142,1034980,loop
20.247,1034984,loop
20.357,1034988,loop
20.460,1034992,loop
20.563,1034992,loop
20.664,1034996,loop
20.780,1035000,loop
20.883,1035004,loop
20.990,1035004,loop
21.090,1035008,loop
21.198,1035012,loop
21.305,1035016,loop
21.405,1035020,loop
21.506,1035020,loop
21.613,1035024,loop
21.716,1035028,loop
21.819,1035028,loop
21.922,1035032,loop
22.028,1035036,loop
22.137,1035040,loop
22.243,1035044,loop
22.348,1035324,loop
22.449,1035324,loop
22.552,1035328,loop
22.653,1035332,loop
22.754,1035332,loop
22.859,1035336,loop
22.961,1035340,loop
23.062,1035344,loop
23.177,1035348,loop
23.281,1035352,loop
23.388,1035352,loop
23.489,1035356,loop
23.603,1035360,loop
23.707,1035360,loop
23.808,1035364,loop
23.923,1035368,loop
24.029,1035372,loop
24.139,1035376,loop
24.240,1035380,loop
24.345,1035380,loop
24.450,1035384,loop
24.559,1035388,loop
24.661,1035392,loop
24.769,1035392,loop
24.872,1035396,loop
24.977,1035400,loop
25.082,1035404,loop
25.183,1035408,loop
25.289,1035408,loop
25.389,1035412,loop
25.493,1035416,loop
25.598,1035420,loop
25.709,1035420,loop
25.815,1035424,loop
25.918,1035428,loop
26.018,1035432,loop
26.132,1035436,loop
26.233,1035436,loop
26.346,1035440,loop
26.464,1035444,loop
26.570,1035448,loop
