t_s,rss_kb,phase
0.000,351804,start
0.210,377224,setup
0.311,388048,setup
0.422,404076,setup
0.644,422616,setup
0.821,479704,after_setup
2.978,521800,loop
3.968,552404,loop
4.114,598012,loop
4.262,626684,loop
4.392,629320,loop
4.498,632328,loop
4.613,635076,loop
4.733,637592,loop
4.845,643088,loop
4.960,643088,loop
5.075,645196,loop
5.196,547608,after_loop
