t_s,rss_kb,phase
0.000,347832,start
0.112,357672,start
0.339,396256,setup
0.442,402064,setup
0.569,440500,setup
0.833,463928,setup
3.169,548120,loop
4.673,612348,loop
4.833,658048,loop
4.954,696124,loop
5.131,747924,loop
5.252,783828,loop
5.488,824192,loop
5.676,880752,loop
5.781,906000,loop
5.891,908776,loop
6.007,911440,loop
6.112,915400,loop
6.227,919096,loop
6.348,923056,loop
6.463,927280,loop
6.578,929920,loop
6.688,934472,loop
6.837,925372,loop
6.942,941456,loop
7.053,943664,loop
7.163,946040,loop
7.283,948944,loop
7.398,951584,loop
7.514,954488,loop
7.629,957128,loop
7.739,961088,loop
7.855,964088,loop
7.970,938316,loop
8.080,938348,loop
8.195,939700,loop
8.311,942392,loop
8.431,944928,loop
8.546,947460,loop
8.662,949996,loop
8.777,952372,loop
8.892,954908,loop
9.007,957600,loop
9.128,975280,loop
9.357,604092,after_loop
