t_s,rss_kb,phase
0.001,350052,start
0.112,437872,start
0.513,449996,setup
0.618,455800,setup
0.834,470656,setup
1.326,508300,setup
3.808,585072,loop
7.457,821060,loop
7.603,874796,loop
7.724,912812,loop
7.899,964556,loop
8.021,1004948,loop
8.170,1049828,loop
8.357,1097784,loop
8.590,1177132,loop
8.882,1267644,loop
9.002,1368228,loop
9.243,1381956,loop
9.363,1487556,loop
9.731,1519656,loop
9.846,1616016,loop
10.337,1695696,loop
10.452,1796544,loop
10.573,1905860,loop
11.188,2011448,loop
11.304,2023064,loop
11.424,2026652,loop
11.533,2029700,loop
11.643,2033132,loop
11.753,2036828,loop
11.863,2040260,loop
11.974,2043996,loop
12.089,2047776,loop
12.199,2052176,loop
12.319,2054828,loop
12.430,2059344,loop
12.540,2064156,loop
12.655,2066820,loop
12.770,2069988,loop
12.881,2072756,loop
13.001,2078416,loop
13.116,2081316,loop
13.226,2085816,loop
13.337,2088708,loop
13.452,2093192,loop
13.562,2096092,loop
13.677,2098728,loop
13.787,2101628,loop
13.903,2104268,loop
14.013,2111588,loop
14.123,2114488,loop
14.238,2117124,loop
14.349,2119760,loop
14.464,2122780,loop
14.579,2131484,loop
14.689,2134176,loop
14.805,2136872,loop
14.915,2139564,loop
15.025,2144300,loop
15.135,2146980,loop
15.250,2149416,loop
15.366,2152092,loop
15.476,2089684,loop
15.836,2153968,loop
15.952,2153968,loop
16.072,2154984,loop
16.187,2157624,loop
16.297,2160000,loop
16.407,2162640,loop
16.523,2165276,loop
16.638,2167652,loop
16.748,2170292,loop
16.863,2172668,loop
16.974,2175308,loop
17.089,2177684,loop
17.194,2180044,loop
17.304,2182684,loop
17.414,2185060,loop
17.525,2187700,loop
17.640,2190076,loop
17.755,2192712,loop
17.865,2195088,loop
17.975,2201356,loop
18.091,2203996,loop
18.206,2206636,loop
18.316,2209804,loop
18.442,2212708,loop
18.562,2215348,loop
18.672,2217976,loop
18.782,2220880,loop
18.903,2223784,loop
19.023,2228732,loop
19.133,2236056,loop
19.243,2238696,loop
19.354,2241336,loop
19.469,2244240,loop
19.584,2248924,loop
19.694,2251828,loop
19.810,2254468,loop
19.920,2262832,loop
20.274,2193988,loop
20.379,2129732,loop
20.489,2129732,loop
20.600,2130376,loop
20.715,2131876,loop
20.825,2134252,loop
20.955,2137100,loop
21.081,2139476,loop
21.191,2142012,loop
21.311,2144384,loop
21.432,2146920,loop
21.562,2149612,loop
21.677,2152144,loop
21.793,2154520,loop
21.903,2156736,loop
22.013,2159272,loop
22.128,2161488,loop
22.244,2164024,loop
22.369,2166716,loop
22.484,2169248,loop
22.610,2175152,loop
22.725,2177812,loop
22.835,2180428,loop
22.955,2185248,loop
23.071,2187864,loop
23.186,2192516,loop
23.296,2194892,loop
23.411,2197268,loop
23.532,2199804,loop
23.647,2202340,loop
23.762,2204716,loop
23.872,2211028,loop
23.982,2213620,loop
24.098,2216232,loop
24.213,2218848,loop
24.328,2221628,loop
24.444,2224240,loop
24.559,2226856,loop
24.674,2229416,loop
24.799,2239928,loop
25.074,2171124,loop
25.175,2416352,loop
25.275,2452624,loop
25.375,2554600,loop
25.475,2605412,loop
26.003,743252,after_loop
