t_s,rss_kb,phase
0.000,351792,start
0.113,361640,start
0.289,400688,setup
0.544,423224,after_setup
1.988,501680,loop
3.144,534244,loop
3.303,581060,loop
3.453,637292,loop
3.621,675304,loop
3.725,676376,loop
3.825,676460,loop
3.927,676460,loop
4.030,676460,loop
4.133,676460,loop
4.236,676460,loop
4.339,676460,loop
4.442,676460,loop
4.549,676460,loop
4.652,676460,loop
4.754,676460,loop
4.857,676460,loop
4.958,676460,loop
5.058,676460,loop
5.158,676460,loop
5.259,676460,loop
5.362,676460,loop
5.463,676468,loop
5.566,676468,loop
5.667,676468,loop
5.770,676468,loop
5.871,676468,loop
5.972,676468,loop
6.073,676468,loop
6.177,676468,loop
6.281,676468,loop
6.382,676468,loop
6.483,676468,loop
6.585,676468,loop
6.690,676468,loop
6.791,676468,loop
6.891,676468,loop
6.995,676468,loop
7.099,676468,loop
7.200,676468,loop
7.304,676468,loop
7.406,676468,loop
7.509,676468,loop
7.610,676468,loop
7.712,676468,loop
7.817,676468,loop
7.919,676468,loop
8.024,676468,loop
8.132,676468,loop
8.233,676468,loop
8.335,676468,loop
8.437,676468,loop
8.540,676468,loop
8.644,676468,loop
8.748,676468,loop
8.851,676468,loop
8.955,676468,loop
9.056,676468,loop
9.157,676468,loop
9.258,676468,loop
9.359,676468,loop
9.462,676468,loop
9.565,676468,loop
9.666,676468,loop
9.767,676468,loop
9.867,676468,loop
9.968,676468,loop
10.070,676468,loop
10.170,676468,loop
10.271,676468,loop
10.374,676468,loop
10.477,676468,loop
10.578,676468,loop
10.680,676468,loop
10.782,676468,loop
10.884,676468,loop
10.985,676468,loop
11.086,676468,loop
11.186,676468,loop
11.286,676468,loop
11.391,676468,loop
11.493,676468,loop
11.595,676468,loop
11.696,676468,loop
11.803,676468,loop
11.909,676468,loop
12.013,676468,loop
12.121,676468,loop
12.222,676468,loop
12.326,676468,loop
12.427,676468,loop
12.529,676540,loop
12.630,676540,loop
12.734,676540,loop
12.837,676540,loop
12.938,676540,loop
13.041,676540,loop
13.141,676540,loop
13.242,676540,loop
13.343,676540,loop
13.443,676540,loop
13.545,676540,loop
13.649,676540,loop
13.749,676540,loop
13.852,676540,loop
13.955,676540,loop
14.059,676540,loop
14.162,676540,loop
14.262,676540,loop
14.365,676540,loop
14.468,676540,loop
14.574,676540,loop
14.675,676540,loop
14.776,676540,loop
14.877,676540,loop
14.978,676540,loop
15.081,676540,loop
15.183,676540,loop
15.287,676540,loop
15.390,676540,loop
15.491,676540,loop
15.595,676540,loop
15.698,676540,loop
15.799,676540,loop
15.903,676540,loop
16.008,676540,loop
16.109,676540,loop
16.210,676540,loop
16.314,676540,loop
16.415,676540,loop
16.517,676540,loop
16.618,676540,loop
16.719,676540,loop
16.821,676540,loop
16.925,676540,loop
17.028,676540,loop
17.129,676540,loop
17.233,676540,loop
17.334,676540,loop
17.439,676540,loop
17.540,676540,loop
17.641,676540,loop
17.745,676540,loop
17.849,676540,loop
17.949,676540,loop
18.050,676540,loop
18.155,676540,loop
18.256,676540,loop
18.358,676540,loop
18.459,676540,loop
18.562,676540,loop
18.665,676540,loop
18.767,676540,loop
18.872,676540,loop
18.978,676540,loop
19.088,676540,loop
19.189,676540,loop
19.291,676540,loop
19.392,676540,loop
19.493,676540,loop
19.595,676540,loop
19.701,676540,loop
19.805,676540,loop
19.909,676540,loop
20.009,676540,loop
20.109,676540,loop
20.212,676540,loop
20.313,676540,loop
20.416,676540,loop
20.522,676540,loop
20.624,676540,loop
20.726,676540,loop
20.828,676540,loop
20.928,676540,loop
21.029,676540,loop
21.130,676540,loop
21.232,676540,loop
21.332,676540,loop
21.433,676540,loop
21.540,676540,loop
21.641,676540,loop
21.742,676540,loop
21.845,676540,loop
21.946,676540,loop
22.047,676540,loop
22.150,676540,loop
22.250,676540,loop
22.353,676540,loop
22.459,676540,loop
22.561,676540,loop
22.662,676540,loop
22.762,676876,loop
22.866,676876,loop
22.968,676876,loop
23.074,676876,loop
23.174,676876,loop
23.275,676876,loop
23.376,676876,loop
23.477,676876,loop
23.581,676876,loop
23.683,676876,loop
23.790,676876,loop
23.892,676876,loop
24.004,676876,loop
24.106,676876,loop
24.207,676876,loop
24.308,676876,loop
24.412,676876,loop
24.519,676876,loop
24.623,676876,loop
24.724,676876,loop
24.825,676876,loop
24.927,676876,loop
25.032,676876,loop
25.139,676876,loop
25.242,676876,loop
25.344,676876,loop
25.445,676876,loop
25.546,676876,loop
25.655,676876,loop
25.758,676876,loop
25.859,676876,loop
25.960,676876,loop
26.060,676876,loop
26.162,676876,loop
26.265,676876,loop
26.369,676876,loop
26.472,676876,loop
26.625,516220,after_loop
