t_s,rss_kb,phase
0.000,347632,start
0.112,357548,start
0.396,413332,setup
0.501,419136,setup
0.720,434348,warmup
1.260,458256,warmup
1.496,465076,warmup
4.673,597948,setup
4.929,597968,jit
6.715,598172,after_loop
