t_s,rss_kb,phase
0.000,347936,start
0.113,357856,start
0.400,413404,setup
0.506,419212,setup
0.727,434428,warmup
1.273,458340,warmup
1.509,462984,warmup
4.560,566724,setup
4.830,597936,jit
6.367,712684,after_loop
