t_s,rss_kb,phase
0.000,347772,start
0.112,402388,start
0.431,438132,setup
0.828,474240,after_setup
1.017,541396,loop
5.343,937512,loop
5.509,998944,loop
5.663,1058344,loop
5.838,1106920,loop
5.962,1140448,loop
6.115,1191400,loop
6.306,1245256,loop
6.546,1317944,loop
6.845,1408720,loop
6.965,1512736,loop
7.325,1613056,loop
7.688,1664536,loop
7.809,1768816,loop
8.310,1845784,loop
8.435,1953232,loop
8.546,2051176,loop
9.034,2067016,loop
9.154,2178972,loop
9.270,2282988,loop
9.974,2360908,loop
10.099,2469940,loop
10.220,2580028,loop
10.340,2680612,loop
11.118,2716432,loop
11.248,2822024,loop
11.364,2927616,loop
11.479,3025024,loop
11.589,3117048,loop
12.577,3148856,loop
12.703,3244424,loop
12.805,3248340,loop
12.906,3248344,loop
13.007,3248344,loop
13.111,3248344,loop
13.215,3248348,loop
13.321,3248348,loop
13.427,3248348,loop
13.528,3248348,loop
13.631,3248348,loop
13.731,3248368,loop
13.833,3248368,loop
13.934,3248368,loop
14.034,3248368,loop
14.135,3248368,loop
14.237,3248368,loop
14.338,3248384,loop
14.440,3248384,loop
14.541,3248384,loop
14.643,3248384,loop
14.744,3248384,loop
14.846,3248384,loop
14.948,3248404,loop
15.048,3248404,loop
15.151,3248404,loop
15.253,3248404,loop
15.355,3248404,loop
15.456,3248404,loop
15.559,3248420,loop
15.660,3248420,loop
15.761,3248420,loop
15.872,3248420,loop
15.977,3248420,loop
16.084,3248420,loop
16.185,3248436,loop
16.290,3248436,loop
16.392,3248436,loop
16.493,3248436,loop
16.595,3248436,loop
16.700,3248436,loop
16.802,3248436,loop
16.902,3248460,loop
17.004,3248460,loop
17.108,3248460,loop
17.210,3248460,loop
17.312,3248460,loop
17.413,3248460,loop
17.514,3248460,loop
17.622,3248460,loop
17.724,3248460,loop
17.825,3248460,loop
17.925,3248460,loop
18.027,3248460,loop
18.137,3248460,loop
18.243,3248460,loop
18.343,3248460,loop
18.444,3248460,loop
18.545,3248460,loop
18.648,3248460,loop
18.751,3248460,loop
18.852,3248460,loop
18.955,3248460,loop
19.056,3248460,loop
19.159,3248460,loop
19.261,3248460,loop
19.368,3248460,loop
19.471,3248460,loop
19.573,3248460,loop
19.677,3248460,loop
19.780,3248460,loop
19.881,3248460,loop
19.982,3248460,loop
20.088,3248460,loop
20.192,3248460,loop
20.297,3248460,loop
20.399,3248460,loop
20.502,3248460,loop
20.603,3248460,loop
20.704,3248460,loop
20.811,3248460,loop
20.912,3248460,loop
21.014,3248460,loop
21.117,3248460,loop
21.221,3248460,loop
21.322,3248460,loop
21.423,3248460,loop
21.525,3248460,loop
21.627,3248460,loop
21.730,3248460,loop
21.837,3248604,loop
21.944,3248604,loop
22.045,3248604,loop
22.153,3248604,loop
22.258,3248604,loop
22.360,3248604,loop
22.462,3248604,loop
22.564,3248604,loop
22.666,3248604,loop
22.768,3248604,loop
22.870,3248604,loop
22.974,3248604,loop
23.077,3248604,loop
23.181,3248604,loop
23.282,3248604,loop
23.384,3248604,loop
23.485,3248604,loop
23.589,3248604,loop
23.690,3248604,loop
23.792,3248604,loop
23.893,3248604,loop
23.994,3248604,loop
24.094,3248604,loop
24.196,3248604,loop
24.311,3248604,loop
24.418,3248604,loop
24.522,3248604,loop
24.623,3248604,loop
24.725,3248604,loop
24.826,3248604,loop
24.927,3248604,loop
25.028,3248604,loop
25.133,3248604,loop
25.234,3248708,loop
25.335,3248708,loop
25.438,3248712,loop
25.539,3248716,loop
25.646,3248720,loop
25.749,3248724,loop
25.850,3248724,loop
25.951,3248728,loop
26.052,3248732,loop
26.154,3248736,loop
26.254,3248736,loop
26.358,3248740,loop
26.460,3248744,loop
26.561,3248744,loop
26.664,3248760,loop
26.768,3248764,loop
26.869,3248768,loop
26.972,3248768,loop
27.076,3248772,loop
27.179,3248776,loop
27.280,3248780,loop
27.388,3248784,loop
27.491,3248784,loop
27.593,3248788,loop
27.698,3248792,loop
27.803,3248796,loop
27.904,3248800,loop
28.005,3248800,loop
28.109,3248804,loop
28.210,3248808,loop
28.311,3248812,loop
28.415,3248812,loop
28.518,3248816,loop
28.622,3248820,loop
28.726,3248824,loop
28.826,3248824,loop
28.932,3248828,loop
29.032,3248832,loop
29.133,3248832,loop
29.234,3248836,loop
29.336,3248840,loop
29.436,3248844,loop
29.538,3248844,loop
29.639,3248848,loop
29.740,3248852,loop
29.841,3248856,loop
29.941,3248860,loop
30.043,3248860,loop
30.145,3248864,loop
30.246,3248868,loop
30.349,3248868,loop
30.450,3248872,loop
30.552,3248876,loop
30.654,3248880,loop
30.759,3248880,loop
30.862,3248884,loop
30.962,3248888,loop
31.064,3248892,loop
31.165,3248892,loop
31.273,3248896,loop
31.374,3248900,loop
31.476,3248904,loop
31.577,3248904,loop
31.677,3248908,loop
31.780,3248912,loop
31.881,3248916,loop
31.983,3248916,loop
32.090,3248920,loop
32.196,3248924,loop
32.296,3248928,loop
32.399,3248928,loop
32.499,3248932,loop
32.600,3248936,loop
32.702,3248940,loop
32.806,3248944,loop
32.907,3248944,loop
33.009,3248948,loop
33.109,3248952,loop
33.212,3248956,loop
33.312,3248956,loop
33.417,3248960,loop
33.519,3248964,loop
33.629,3248968,loop
33.732,3248968,loop
33.834,3248972,loop
33.936,3248976,loop
34.037,3248980,loop
34.137,3248984,loop
34.238,3248984,loop
34.339,3248988,loop
34.439,3248992,loop
34.540,3248996,loop
34.645,3248996,loop
34.747,3249000,loop
34.849,3249004,loop
34.950,3249008,loop
35.054,3249008,loop
35.157,3249012,loop
35.259,3249016,loop
35.362,3249020,loop
35.463,3249020,loop
35.564,3249024,loop
35.665,3249028,loop
35.774,3249032,loop
35.878,3249032,loop
35.981,3249036,loop
36.084,3249040,loop
36.186,3249044,loop
36.289,3249044,loop
36.392,3249048,loop
36.493,3249052,loop
36.599,3249056,loop
36.702,3249056,loop
36.805,3249060,loop
36.908,3249064,loop
37.009,3249068,loop
37.112,3249068,loop
37.213,3249072,loop
37.316,3249076,loop
37.417,3249076,loop
37.518,3249080,loop
37.621,3249084,loop
37.723,3249088,loop
37.825,3249088,loop
37.927,3249092,loop
38.029,3249096,loop
38.130,3249100,loop
38.232,3249104,loop
38.334,3249104,loop
38.438,3249108,loop
38.538,3249112,loop
38.640,3249116,loop
38.741,3249116,loop
38.842,3249120,loop
38.948,3249124,loop
39.050,3249128,loop
39.151,3249128,loop
39.253,3249132,loop
39.355,3249136,loop
39.463,3249140,loop
39.564,3249144,loop
39.664,3249144,loop
39.765,3249148,loop
39.866,3249152,loop
39.968,3249156,loop
40.073,3249156,loop
40.174,3249160,loop
40.275,3249164,loop
40.376,3249168,loop
40.476,3249168,loop
40.579,3249172,loop
40.681,3249176,loop
40.782,3249176,loop
40.885,3249180,loop
40.988,3249180,loop
41.091,3249180,loop
41.193,3249180,loop
41.296,3249180,loop
41.398,3249196,loop
41.501,3249200,loop
41.602,3249204,loop
41.703,3249204,loop
41.804,3249208,loop
41.905,3249212,loop
42.008,3249216,loop
42.110,3249216,loop
42.211,3249220,loop
42.315,3249224,loop
42.416,3249224,loop
42.517,3249228,loop
42.618,3249232,loop
42.720,3249236,loop
42.822,3249236,loop
42.924,3249240,loop
43.026,3249244,loop
43.127,3249248,loop
43.229,3249252,loop
43.331,3249252,loop
43.433,3249256,loop
43.534,3249260,loop
43.641,3249260,loop
43.742,3249268,loop
43.846,3249268,loop
43.946,3249272,loop
44.049,3249272,loop
44.154,3249276,loop
44.255,3249280,loop
44.358,3249284,loop
44.458,3249288,loop
44.560,3249292,loop
44.666,3249292,loop
44.767,3249296,loop
44.869,3249300,loop
44.969,3249300,loop
45.071,3249304,loop
45.174,3249308,loop
45.276,3249308,loop
45.380,3249312,loop
45.481,3249316,loop
45.585,3249320,loop
45.687,3249324,loop
45.788,3249328,loop
45.894,3249328,loop
45.995,3249332,loop
46.097,3249336,loop
46.198,3249340,loop
46.300,3249340,loop
46.401,3249344,loop
46.503,3249348,loop
46.606,3249348,loop
46.708,3249352,loop
46.810,3249356,loop
46.916,3249360,loop
47.020,3249360,loop
47.122,3249364,loop
47.225,3249368,loop
47.326,3249372,loop
47.427,3249376,loop
47.531,3249376,loop
47.633,3249380,loop
47.738,3249384,loop
47.843,3249388,loop
47.945,3249388,loop
48.048,3249392,loop
48.149,3249396,loop
48.251,3249396,loop
48.353,3249400,loop
48.458,3249404,loop
48.561,3249408,loop
48.663,3249412,loop
48.766,3249416,loop
48.866,3249416,loop
48.969,3249420,loop
49.069,3249424,loop
49.177,3249424,loop
49.279,3249428,loop
49.385,3249432,loop
49.493,3249436,loop
49.594,3249436,loop
49.696,3249440,loop
49.799,3249444,loop
49.903,3249448,loop
50.003,3249452,loop
50.107,3249452,loop
50.210,3249456,loop
50.311,3249460,loop
50.412,3249460,loop
50.512,3249464,loop
50.614,3249468,loop
50.714,3249472,loop
50.815,3249472,loop
50.918,3249476,loop
51.018,3249480,loop
51.118,3249484,loop
51.221,3249488,loop
51.322,3249488,loop
51.422,3249492,loop
51.523,3249496,loop
51.623,3249496,loop
51.723,3249500,loop
51.825,3249504,loop
51.925,3249508,loop
52.031,3249508,loop
52.132,3249512,loop
52.238,3249516,loop
52.341,3249520,loop
52.441,3249524,loop
52.543,3249524,loop
52.645,3249528,loop
52.746,3249532,loop
52.852,3249532,loop
52.953,3249536,loop
53.053,3249540,loop
53.155,3249544,loop
53.256,3249548,loop
53.361,3249548,loop
53.462,3249552,loop
53.566,3249556,loop
53.672,3249560,loop
53.779,3249564,loop
53.881,3249564,loop
53.984,3249568,loop
54.085,3249572,loop
54.187,3249572,loop
54.290,3249576,loop
54.394,3249580,loop
54.495,3249584,loop
54.599,3249584,loop
54.701,3249588,loop
54.810,3249592,loop
54.910,3249596,loop
55.011,3249600,loop
55.113,3249600,loop
55.215,3249604,loop
55.322,3249608,loop
55.422,3249608,loop
55.531,3249612,loop
55.631,3249616,loop
55.734,3249620,loop
55.841,3249624,loop
55.948,3249624,loop
56.050,3249628,loop
56.158,3249632,loop
56.261,3249636,loop
56.362,3249640,loop
56.463,3249640,loop
56.565,3249644,loop
56.666,3249648,loop
56.767,3249648,loop
56.868,3249652,loop
56.970,3249656,loop
57.071,3249660,loop
57.174,3249660,loop
57.275,3249664,loop
57.376,3249668,loop
57.478,3249672,loop
57.579,3249676,loop
57.680,3249676,loop
57.782,3249680,loop
57.883,3249684,loop
57.987,3249684,loop
58.094,3249688,loop
58.195,3249692,loop
58.298,3249696,loop
58.403,3249700,loop
58.508,3249700,loop
58.612,3249704,loop
58.712,3249708,loop
58.813,3249712,loop
58.918,3249712,loop
59.019,3249716,loop
59.120,3249720,loop
59.224,3249720,loop
59.324,3249724,loop
59.426,3249728,loop
59.528,3249732,loop
59.631,3249736,loop
59.735,3249736,loop
59.849,3249740,loop
59.952,3249744,loop
60.055,3249748,loop
60.156,3249752,loop
60.259,3249752,loop
60.361,3249756,loop
60.464,3249760,loop
60.564,3249760,loop
60.667,3249764,loop
60.768,3249768,loop
60.868,3249772,loop
60.969,3249776,loop
61.071,3249776,loop
61.176,3249780,loop
61.279,3249784,loop
61.381,3249788,loop
61.482,3249788,loop
61.583,3249792,loop
61.685,3249796,loop
61.786,3249796,loop
61.887,3249800,loop
61.987,3249804,loop
62.092,3249808,loop
62.192,3249812,loop
62.295,3249812,loop
62.396,3249816,loop
62.498,3249820,loop
62.599,3249824,loop
62.705,3249824,loop
62.805,3249828,loop
62.907,3249832,loop
63.009,3249836,loop
63.110,3249836,loop
63.213,3249840,loop
63.314,3249844,loop
63.418,3249844,loop
63.520,3249848,loop
63.621,3249852,loop
63.723,3249856,loop
63.827,3249860,loop
63.927,3249860,loop
64.029,3249864,loop
64.131,3249868,loop
64.233,3249872,loop
64.334,3249872,loop
64.435,3249876,loop
64.540,3249880,loop
64.641,3249884,loop
64.742,3249884,loop
64.842,3249888,loop
64.944,3249892,loop
65.046,3249892,loop
65.150,3249896,loop
65.255,3249900,loop
65.355,3249904,loop
65.456,3249908,loop
65.558,3249912,loop
65.659,3249912,loop
65.762,3249916,loop
65.863,3249920,loop
65.964,3249920,loop
66.066,3249924,loop
66.168,3249928,loop
66.268,3249932,loop
66.372,3249932,loop
66.479,3249936,loop
66.580,3249940,loop
66.681,3249944,loop
66.783,3249948,loop
66.884,3249948,loop
66.985,3249952,loop
67.088,3249956,loop
67.188,3249960,loop
67.290,3249960,loop
67.391,3249964,loop
67.495,3249968,loop
67.597,3249968,loop
67.698,3249972,loop
67.798,3249976,loop
67.899,3249980,loop
68.002,3249980,loop
68.103,3249984,loop
68.205,3249988,loop
68.305,3249992,loop
68.407,3249996,loop
68.512,3249996,loop
68.613,3250000,loop
68.715,3250004,loop
68.816,3250004,loop
68.918,3250008,loop
69.019,3250012,loop
69.121,3250016,loop
69.224,3250016,loop
69.325,3250020,loop
69.427,3250024,loop
69.530,3250028,loop
69.630,3250032,loop
69.738,3250032,loop
69.838,3250036,loop
69.939,3250040,loop
70.040,3250040,loop
70.145,3250044,loop
70.248,3250048,loop
70.350,3250052,loop
70.452,3250056,loop
70.559,3250056,loop
70.664,3250060,loop
70.766,3250064,loop
70.867,3250068,loop
70.967,3250068,loop
71.069,3250072,loop
71.171,3250076,loop
71.274,3250076,loop
71.375,3250080,loop
71.478,3250084,loop
71.580,3250088,loop
71.690,3250092,loop
71.792,3250092,loop
71.896,3250096,loop
71.997,3250100,loop
72.098,3250104,loop
72.200,3250104,loop
72.301,3250108,loop
72.402,3250112,loop
72.503,3250112,loop
72.605,3250116,loop
72.706,3250120,loop
72.810,3250124,loop
72.912,3250128,loop
73.015,3250132,loop
73.119,3250132,loop
73.222,3250136,loop
73.322,3250140,loop
73.423,3250140,loop
73.528,3250144,loop
73.633,3250148,loop
73.735,3250148,loop
73.839,3250152,loop
73.939,3250156,loop
74.042,3250160,loop
74.144,3250164,loop
74.246,3250168,loop
74.351,3250168,loop
74.453,3250172,loop
