t_s,rss_kb,phase
0.000,347956,start
0.113,357664,start
0.293,396708,setup
0.551,419232,after_setup
2.001,496940,loop
4.342,606868,loop
4.485,639792,loop
4.605,692176,loop
4.825,748408,loop
4.946,788440,loop
5.093,834640,loop
5.280,890060,loop
5.553,969908,loop
5.679,1034392,loop
5.789,1034440,loop
5.904,1034440,loop
6.014,1034440,loop
6.129,1034440,loop
6.240,1034440,loop
6.355,1034440,loop
6.470,1034440,loop
6.585,1034440,loop
6.701,1034440,loop
6.821,1034440,loop
6.931,1034440,loop
7.041,1034440,loop
7.157,1034440,loop
7.272,1034440,loop
7.382,1034440,loop
7.497,1034444,loop
7.613,1034444,loop
7.723,1034444,loop
7.838,1034444,loop
7.948,1034444,loop
8.058,1034444,loop
8.164,1034444,loop
8.274,1034444,loop
8.384,1034444,loop
8.494,1034444,loop
8.604,1034444,loop
8.714,1034444,loop
8.825,1034444,loop
8.935,1034908,loop
9.045,1034908,loop
9.160,1034908,loop
9.276,1034908,loop
9.386,1034908,loop
9.501,1034908,loop
9.616,1034908,loop
9.726,1034908,loop
9.837,1034908,loop
9.947,1034908,loop
10.057,1034908,loop
10.167,1034908,loop
10.277,1034908,loop
10.388,1034908,loop
10.508,1034908,loop
10.623,1034908,loop
10.739,1034928,loop
10.844,1034928,loop
10.964,1034928,loop
11.069,1034928,loop
11.179,1034928,loop
11.290,1034928,loop
11.400,1034928,loop
11.515,1034928,loop
11.625,1034928,loop
11.735,1034928,loop
11.851,1034928,loop
11.971,1034928,loop
12.081,1034928,loop
12.191,1034928,loop
12.307,1034928,loop
12.422,1034928,loop
12.532,1034928,loop
12.652,1034928,loop
12.763,1034928,loop
12.888,1034928,loop
13.003,1034928,loop
13.118,1034928,loop
13.234,1034928,loop
13.349,1034928,loop
13.459,1034928,loop
13.574,1034928,loop
13.685,1034928,loop
13.795,1034928,loop
13.905,1034928,loop
14.015,1034928,loop
14.130,1034928,loop
14.246,1034928,loop
14.356,1034928,loop
14.471,1034928,loop
14.581,1034928,loop
14.697,1034928,loop
14.807,1034928,loop
14.917,1034928,loop
15.027,1034928,loop
15.137,1034928,loop
15.248,1034928,loop
15.373,1034928,loop
15.488,1034928,loop
15.604,1034928,loop
15.719,1034928,loop
15.829,1034928,loop
15.939,1034928,loop
16.054,1034928,loop
16.170,1034928,loop
16.290,1034928,loop
16.405,1034928,loop
16.515,1034928,loop
16.626,1034928,loop
16.736,1034928,loop
16.861,1034928,loop
16.976,1034928,loop
17.092,1034928,loop
17.207,1034928,loop
17.322,1034928,loop
17.437,1034928,loop
17.568,1034928,loop
17.678,1034928,loop
17.788,1034928,loop
17.898,1034928,loop
18.004,1034928,loop
18.119,1034928,loop
18.234,1034928,loop
18.349,1034928,loop
18.460,1034928,loop
18.575,1034928,loop
18.690,1034928,loop
18.816,1034928,loop
18.926,1034928,loop
19.036,1034928,loop
19.151,1035184,loop
19.266,1035184,loop
19.382,1035184,loop
19.492,1035184,loop
19.607,1035184,loop
19.717,1035184,loop
19.828,1035184,loop
19.938,1035184,loop
20.053,1035184,loop
20.163,1035184,loop
20.273,1035184,loop
20.384,1035184,loop
20.494,1035184,loop
20.609,1035184,loop
20.724,1035184,loop
20.840,1035184,loop
20.955,1035184,loop
21.065,1035184,loop
21.180,1035184,loop
21.290,1035184,loop
21.401,1035184,loop
21.511,1035184,loop
21.621,1035184,loop
21.736,1035184,loop
21.851,1035184,loop
21.967,1035184,loop
22.077,1035184,loop
22.187,1035184,loop
22.297,1035184,loop
22.413,1035184,loop
22.528,1035184,loop
22.638,1035184,loop
22.748,1035184,loop
22.858,1035184,loop
22.979,1035184,loop
23.094,1035184,loop
23.214,1035184,loop
23.330,1035184,loop
23.440,1035184,loop
23.555,1035184,loop
23.665,1035184,loop
23.780,1035184,loop
23.891,1035184,loop
24.001,1035468,loop
24.111,1035468,loop
24.226,1035468,loop
24.342,1035468,loop
24.462,1035468,loop
24.577,1035468,loop
24.687,1035468,loop
24.798,1035468,loop
24.908,1035468,loop
25.023,1035468,loop
25.148,1035468,loop
25.259,1035468,loop
25.369,1035468,loop
25.489,1035468,loop
25.599,1035468,loop
25.715,1035468,loop
25.825,1035468,loop
25.945,1035468,loop
26.055,1035468,loop
26.165,1035468,loop
26.286,1035468,loop
26.411,1035468,loop
26.531,1035468,loop
26.642,1035468,loop
26.762,1035468,loop
26.872,1035468,loop
26.987,1035468,loop
27.098,1035468,loop
27.208,1035468,loop
27.323,1035468,loop
27.433,1035468,loop
27.543,1035468,loop
27.664,1035468,loop
27.789,1035468,loop
27.910,1035468,loop
28.030,1035468,loop
28.145,1035468,loop
28.260,1035468,loop
28.371,1035468,loop
28.486,1035468,loop
28.596,1035468,loop
28.716,1035468,loop
28.832,1035468,loop
28.952,1035468,loop
29.072,1035468,loop
29.187,1035468,loop
29.303,1035468,loop
29.418,1035724,loop
29.528,1035724,loop
29.633,1035724,loop
29.749,1035724,loop
29.859,1035724,loop
29.969,1035724,loop
30.079,1035724,loop
30.189,1035724,loop
30.315,1035724,loop
30.430,1035724,loop
30.545,1035724,loop
30.655,1035724,loop
30.766,1035724,loop
30.886,1035724,loop
31.006,1035724,loop
31.127,1035724,loop
31.242,1035724,loop
31.357,1035724,loop
31.465,1035724,loop
31.580,1035724,loop
31.705,1035724,loop
31.816,1035724,loop
31.926,1035724,loop
32.046,1035724,loop
32.156,1035724,loop
32.267,1035724,loop
32.392,1035724,loop
32.507,1035724,loop
32.622,1035724,loop
32.738,1035724,loop
32.848,1035724,loop
32.958,1035724,loop
33.073,1035724,loop
33.189,1035724,loop
33.309,1035724,loop
33.429,1035724,loop
33.544,1035724,loop
33.660,1035788,loop
33.775,1035788,loop
33.885,1035788,loop
34.000,1035788,loop
34.116,1035788,loop
34.231,1035788,loop
34.341,1035788,loop
34.456,1035788,loop
34.682,546752,after_loop
