t_s,rss_kb,phase
0.000,349724,start
0.135,358524,start
0.321,404300,start
0.449,415368,setup
0.554,421168,setup
0.778,436388,warmup
1.317,460296,warmup
1.554,464820,warmup
4.652,568200,setup
4.923,599140,jit
7.496,599348,after_loop
