t_s,rss_kb,phase
0.000,347916,start
0.114,357664,start
0.291,396468,setup
0.549,419244,after_setup
2.004,496940,loop
3.229,552244,loop
3.360,588096,loop
3.520,645120,loop
3.630,693696,loop
3.815,743524,loop
3.965,785500,loop
4.155,840676,loop
4.262,841836,loop
4.363,841836,loop
4.465,841836,loop
4.565,841836,loop
4.676,842116,loop
4.783,842316,loop
4.883,842316,loop
5.023,842316,loop
5.126,842316,loop
5.228,842316,loop
5.329,842316,loop
5.432,842316,loop
5.533,842316,loop
5.634,842316,loop
5.735,842316,loop
5.836,842316,loop
5.936,842316,loop
6.037,842316,loop
6.138,842316,loop
6.241,842316,loop
6.343,842316,loop
6.444,842316,loop
6.545,842316,loop
6.646,842316,loop
6.747,842316,loop
6.849,842316,loop
6.952,842316,loop
7.053,842316,loop
7.154,842316,loop
7.255,842316,loop
7.355,842316,loop
7.457,842316,loop
7.558,842316,loop
7.659,842316,loop
7.762,842316,loop
7.865,842316,loop
7.965,842316,loop
8.067,842316,loop
8.168,842316,loop
8.268,842316,loop
8.374,842316,loop
8.478,842316,loop
8.580,842316,loop
8.681,842316,loop
8.782,842316,loop
8.882,842316,loop
8.986,842316,loop
9.088,842316,loop
9.190,842316,loop
9.290,842316,loop
9.392,842316,loop
9.493,842316,loop
9.594,842316,loop
9.697,842316,loop
9.799,842316,loop
9.901,842316,loop
10.002,842316,loop
10.103,842316,loop
10.204,842316,loop
10.305,842316,loop
10.405,842316,loop
10.506,842316,loop
10.607,842316,loop
10.707,842316,loop
10.807,842316,loop
10.908,842316,loop
11.010,842316,loop
11.111,842316,loop
11.211,842316,loop
11.313,842316,loop
11.414,842316,loop
11.514,842316,loop
11.614,842316,loop
11.714,842316,loop
11.816,842316,loop
11.916,842316,loop
12.016,842316,loop
12.119,842316,loop
12.219,842316,loop
12.319,842316,loop
12.422,842320,loop
12.523,842320,loop
12.627,842320,loop
12.728,842320,loop
12.829,842320,loop
12.933,842320,loop
13.035,842320,loop
13.136,842320,loop
13.238,842320,loop
13.338,842320,loop
13.442,842320,loop
13.546,842320,loop
13.647,842320,loop
13.750,842320,loop
13.851,842320,loop
13.957,842320,loop
14.058,842320,loop
14.160,842320,loop
14.260,842320,loop
14.361,842320,loop
14.462,842320,loop
14.562,842320,loop
14.663,842320,loop
14.763,842320,loop
14.865,842320,loop
14.966,842576,loop
15.067,842576,loop
15.168,842576,loop
15.268,842576,loop
15.371,842576,loop
15.472,842576,loop
15.573,842576,loop
15.674,842576,loop
15.775,842576,loop
15.875,842576,loop
15.976,842576,loop
16.077,842576,loop
16.179,842576,loop
16.280,842576,loop
16.381,842576,loop
16.483,842576,loop
16.583,842576,loop
16.684,842576,loop
16.785,842576,loop
16.885,842576,loop
16.986,842576,loop
17.088,842576,loop
17.188,842576,loop
17.288,842576,loop
17.389,842576,loop
17.490,842576,loop
17.591,842576,loop
17.693,842576,loop
17.794,842576,loop
17.895,842576,loop
17.996,842576,loop
18.100,842576,loop
18.201,842576,loop
18.302,842576,loop
18.404,842576,loop
18.505,842576,loop
18.606,842576,loop
18.708,842576,loop
18.810,842576,loop
