t_s,rss_kb,phase
0.000,349416,start
0.113,359316,start
0.290,386360,setup
0.391,394520,setup
0.633,420432,warmup
1.173,462116,warmup
1.412,466568,warmup
1.534,570388,setup
4.825,562144,jit
