t_s,rss_kb,phase
0.000,347604,start
0.115,358532,start
0.314,397056,setup
0.574,416200,after_setup
2.344,487648,loop
2.529,516432,loop
2.669,572960,loop
2.860,630512,loop
2.980,657968,loop
3.095,660436,loop
3.205,662820,loop
3.326,665284,loop
3.436,667556,loop
3.551,670024,loop
3.662,672500,loop
3.782,676276,loop
3.902,678980,loop
4.022,681888,loop
4.143,684696,loop
4.268,687704,loop
4.383,693088,loop
4.523,675908,loop
4.624,528400,after_loop
