t_s,rss_kb,phase
0.000,350816,start
0.113,360620,start
0.317,404516,setup
0.572,428204,after_setup
2.057,504212,loop
3.530,608732,loop
3.665,647464,loop
3.825,698680,loop
4.000,762040,loop
4.136,803224,loop
4.294,842248,loop
4.481,893200,loop
4.718,974112,loop
5.010,1064928,loop
5.126,1168152,loop
5.397,1181624,loop
5.508,1188288,loop
5.610,1188296,loop
5.711,1188296,loop
5.815,1188296,loop
5.915,1188296,loop
6.020,1188296,loop
6.124,1188296,loop
6.224,1188296,loop
6.326,1188320,loop
6.429,1188320,loop
6.529,1188320,loop
6.631,1188328,loop
6.733,1188328,loop
6.836,1188328,loop
6.937,1188328,loop
7.039,1188328,loop
7.141,1188328,loop
7.243,1188328,loop
7.345,1188328,loop
7.449,1188328,loop
7.556,1188352,loop
7.657,1188352,loop
7.761,1188352,loop
7.862,1188352,loop
7.963,1188352,loop
8.068,1188352,loop
8.172,1188352,loop
8.273,1188352,loop
8.374,1188380,loop
8.476,1188380,loop
8.577,1188380,loop
8.679,1188380,loop
8.780,1188380,loop
8.885,1188380,loop
8.990,1188380,loop
9.092,1188380,loop
9.198,1188380,loop
9.298,1188380,loop
9.403,1188380,loop
9.506,1188380,loop
9.609,1188416,loop
9.710,1188416,loop
9.810,1188416,loop
9.910,1188644,loop
10.015,1188656,loop
10.117,1188660,loop
10.218,1188660,loop
10.320,1188664,loop
10.423,1188668,loop
10.526,1188672,loop
10.627,1188672,loop
10.730,1188676,loop
10.830,1188680,loop
10.932,1188684,loop
11.032,1188684,loop
11.133,1188688,loop
11.234,1188692,loop
11.336,1188696,loop
11.436,1188700,loop
11.537,1188700,loop
11.637,1188704,loop
11.740,1188708,loop
11.840,1188712,loop
11.941,1188712,loop
12.043,1188716,loop
12.144,1188720,loop
12.244,1188724,loop
12.344,1188724,loop
12.447,1188728,loop
12.547,1188732,loop
12.648,1188732,loop
12.749,1188736,loop
12.851,1188740,loop
12.954,1188744,loop
13.055,1188744,loop
13.158,1188748,loop
13.259,1188752,loop
13.359,1188756,loop
13.461,1188756,loop
13.562,1188760,loop
13.666,1188764,loop
13.767,1188768,loop
13.867,1188768,loop
13.968,1188772,loop
14.072,1188776,loop
14.177,1188780,loop
14.278,1188780,loop
14.381,1188784,loop
14.485,1188788,loop
14.586,1188792,loop
14.689,1188796,loop
14.791,1188796,loop
14.892,1188800,loop
14.996,1188804,loop
15.097,1188808,loop
15.199,1188812,loop
15.305,1188812,loop
15.405,1188816,loop
15.507,1188820,loop
15.611,1188820,loop
15.712,1188824,loop
15.816,1188828,loop
15.920,1188832,loop
16.026,1188836,loop
16.129,1188840,loop
16.230,1188840,loop
16.330,1188844,loop
16.432,1188848,loop
16.535,1188848,loop
16.636,1188852,loop
16.740,1188856,loop
16.840,1188860,loop
16.944,1188864,loop
17.048,1188864,loop
17.149,1188868,loop
17.252,1188872,loop
17.355,1188876,loop
17.457,1188876,loop
17.560,1188880,loop
17.661,1188884,loop
17.765,1188888,loop
17.866,1188888,loop
17.967,1188892,loop
18.069,1188896,loop
18.172,1188896,loop
18.274,1188900,loop
18.376,1188904,loop
18.477,1188908,loop
18.577,1188912,loop
18.677,1188912,loop
18.778,1188916,loop
18.881,1188920,loop
18.983,1188920,loop
19.084,1188924,loop
19.185,1188928,loop
19.290,1188932,loop
19.391,1188936,loop
19.492,1188940,loop
19.593,1188940,loop
19.696,1188944,loop
19.800,1188948,loop
19.903,1188948,loop
20.004,1188952,loop
20.106,1188956,loop
20.211,1189844,loop
20.316,1189844,loop
20.417,1189848,loop
20.520,1189852,loop
20.621,1189856,loop
20.723,1189860,loop
20.823,1189860,loop
