t_s,rss_kb,phase
0.000,347748,start
0.114,357920,start
1.082,524364,setup
1.354,539316,setup
1.855,560524,after_setup
2.358,631272,loop
12.022,2217856,loop
12.208,2337700,loop
12.368,2399212,loop
12.541,2448052,loop
12.663,2485804,loop
12.815,2532532,loop
13.003,2599852,loop
13.239,2663212,loop
13.533,2754028,loop
13.643,2851180,loop
13.902,2872036,loop
14.018,2972884,loop
14.360,3014332,loop
14.475,3117028,loop
14.937,3186904,loop
15.048,3284584,loop
15.158,3382264,loop
15.660,3403692,loop
15.770,3506168,loop
15.880,3604376,loop
16.560,3689120,loop
16.680,3794720,loop
16.796,3900056,loop
16.906,4000368,loop
17.677,4031256,loop
17.787,4129464,loop
17.897,4227408,loop
18.007,4330104,loop
18.123,4428044,loop
19.085,4468436,loop
19.200,4569020,loop
19.310,4669868,loop
19.421,4775468,loop
19.541,4880804,loop
19.651,4981916,loop
20.868,5008520,loop
20.988,5110952,loop
21.099,5209424,loop
21.214,5312120,loop
21.324,5414552,loop
21.455,5525960,loop
21.565,5623640,loop
23.068,5675384,loop
23.183,5782304,loop
23.298,5885000,loop
23.408,5983472,loop
23.519,6081944,loop
23.634,6184640,loop
23.749,6287600,loop
23.859,6385808,loop
23.975,6488500,loop
25.853,6530316,loop
25.974,6629316,loop
26.079,6727260,loop
26.199,6831276,loop
26.338,7015920,loop
26.454,7127856,loop
26.574,7225800,loop
26.689,7328496,loop
26.800,7426440,loop
26.910,7519896,loop
27.015,7617576,loop
29.368,7678704,loop
29.499,7785360,loop
29.614,7887792,loop
29.725,7985736,loop
29.835,8092920,loop
29.960,8195616,loop
30.076,8298048,loop
30.186,8396256,loop
30.296,8494728,loop
30.407,8597160,loop
30.527,8704344,loop
30.642,8802288,loop
30.758,8904984,loop
33.708,8994888,loop
33.828,9097848,loop
33.938,9200280,loop
34.054,9298224,loop
34.164,9396168,loop
34.274,9494112,loop
34.384,9596544,loop
34.499,9694224,loop
34.610,9797184,loop
34.725,9899880,loop
34.845,10002312,loop
34.961,10104480,loop
35.071,10202424,loop
35.186,10309344,loop
35.301,10401288,loop
35.417,10512960,loop
35.537,10615392,loop
39.127,10645652,loop
39.248,10750724,loop
39.358,10851044,loop
39.468,10951628,loop
39.583,11056436,loop
39.694,11155700,loop
39.804,11255756,loop
39.919,11365580,loop
40.040,11456284,loop
40.143,11456548,loop
40.245,11456548,loop
40.347,11456548,loop
40.447,11456548,loop
40.548,11456548,loop
40.652,11456548,loop
40.754,11456548,loop
40.855,11456548,loop
40.956,11456548,loop
41.057,11456548,loop
41.162,11456548,loop
41.264,11456584,loop
41.364,11456584,loop
41.465,11456584,loop
41.566,11456584,loop
41.667,11456584,loop
41.768,11456584,loop
41.869,11456584,loop
41.969,11456584,loop
42.072,11456584,loop
42.174,11456584,loop
42.274,11456584,loop
42.375,11456584,loop
42.477,11456584,loop
42.578,11456624,loop
42.679,11456624,loop
42.780,11456624,loop
42.881,11456624,loop
42.983,11456624,loop
43.083,11456624,loop
43.184,11456624,loop
43.284,11456624,loop
43.385,11456624,loop
43.489,11456624,loop
43.591,11456624,loop
43.692,11456624,loop
43.797,11456660,loop
43.900,11456660,loop
44.001,11456660,loop
44.103,11456660,loop
44.204,11456660,loop
44.307,11456660,loop
44.408,11456660,loop
44.509,11456660,loop
44.610,11456660,loop
44.714,11456660,loop
44.815,11456660,loop
44.916,11456660,loop
45.018,11456660,loop
45.121,11456696,loop
45.223,11456696,loop
45.324,11456696,loop
45.426,11456696,loop
45.527,11456952,loop
45.629,11456952,loop
45.729,11456952,loop
45.833,11456952,loop
45.936,11456952,loop
46.038,11456952,loop
46.142,11456952,loop
46.244,11456952,loop
46.345,11456992,loop
46.446,11456992,loop
46.547,11456992,loop
46.648,11456992,loop
46.749,11456992,loop
46.849,11456992,loop
46.951,11456992,loop
47.052,11456992,loop
47.154,11456992,loop
47.256,11456992,loop
47.357,11456992,loop
47.458,11456992,loop
47.560,11457028,loop
47.661,11457028,loop
47.765,11457028,loop
47.868,11457028,loop
47.969,11457028,loop
48.071,11457028,loop
48.171,11457028,loop
48.272,11457028,loop
48.373,11457028,loop
48.473,11457028,loop
48.576,11457028,loop
48.678,11457028,loop
48.780,11457064,loop
48.880,11457064,loop
48.982,11457064,loop
49.084,11457064,loop
49.187,11457064,loop
49.288,11457064,loop
49.391,11457064,loop
49.493,11457064,loop
49.596,11457064,loop
49.697,11457064,loop
49.797,11457064,loop
49.898,11457064,loop
49.998,11457064,loop
50.099,11457104,loop
50.201,11457104,loop
50.302,11457104,loop
50.409,11457104,loop
50.511,11457104,loop
50.613,11457104,loop
50.717,11457104,loop
50.820,11457104,loop
50.921,11457104,loop
51.021,11457104,loop
51.123,11457104,loop
51.224,11457104,loop
51.325,11457144,loop
51.427,11457144,loop
51.529,11457144,loop
51.629,11457144,loop
51.730,11457144,loop
51.830,11457144,loop
51.930,11457144,loop
52.032,11457144,loop
52.132,11457144,loop
52.233,11457144,loop
52.333,11457144,loop
52.434,11457144,loop
52.536,11457144,loop
52.637,11457180,loop
52.737,11457180,loop
52.838,11457180,loop
52.939,11457180,loop
53.039,11457180,loop
53.140,11457180,loop
53.241,11457180,loop
53.342,11457180,loop
53.442,11457180,loop
53.544,11457180,loop
53.645,11457180,loop
53.746,11457180,loop
53.848,11457180,loop
53.950,11457220,loop
54.051,11457220,loop
54.152,11457220,loop
54.252,11457220,loop
54.353,11457220,loop
54.454,11457220,loop
54.561,11457220,loop
54.662,11457220,loop
54.763,11457220,loop
54.863,11457220,loop
54.965,11457220,loop
55.066,11457256,loop
55.169,11457256,loop
55.271,11457256,loop
55.374,11457256,loop
55.476,11457256,loop
55.577,11457256,loop
55.677,11457304,loop
55.781,11457512,loop
55.882,11457512,loop
55.985,11457512,loop
56.086,11457512,loop
56.187,11457512,loop
56.292,11457512,loop
56.395,11457548,loop
56.495,11457548,loop
56.597,11457548,loop
56.699,11457548,loop
56.799,11457548,loop
56.902,11457548,loop
57.003,11457548,loop
57.104,11457548,loop
57.204,11457548,loop
57.306,11457548,loop
57.409,11457548,loop
57.509,11457548,loop
57.612,11457584,loop
57.714,11457584,loop
57.815,11457584,loop
57.915,11457584,loop
58.016,11457584,loop
58.116,11457584,loop
58.217,11457584,loop
58.318,11457584,loop
58.419,11457584,loop
58.520,11457584,loop
58.620,11457584,loop
58.721,11457584,loop
58.824,11457620,loop
58.929,11457620,loop
59.034,11457620,loop
59.136,11457620,loop
59.236,11457620,loop
59.338,11457620,loop
59.439,11457620,loop
59.539,11457620,loop
59.641,11457620,loop
59.744,11457620,loop
59.844,11457620,loop
59.946,11457620,loop
60.046,11457660,loop
60.148,11457660,loop
60.250,11457660,loop
60.354,11457660,loop
