t_s,rss_kb,phase
0.000,347936,start
0.113,376404,start
0.318,388056,setup
0.447,418412,setup
0.869,480052,after_setup
3.036,523012,loop
4.155,570136,loop
4.299,615564,loop
4.421,658032,loop
4.546,678500,loop
4.672,716944,loop
4.782,718796,loop
4.902,721436,loop
5.012,723812,loop
5.128,726716,loop
5.238,724008,loop
5.377,733340,loop
5.487,735716,loop
5.597,738196,loop
5.713,740836,loop
5.858,739020,loop
5.963,747240,loop
6.073,749616,loop
6.199,751992,loop
6.309,754368,loop
6.424,756620,loop
6.619,566264,after_loop
