t_s,rss_kb,phase
0.000,349308,start
0.114,373224,start
0.297,384844,setup
0.398,390648,setup
0.641,420200,setup
0.817,477108,after_setup
2.994,521000,loop
3.987,551952,loop
4.138,597648,loop
4.286,625552,loop
4.406,625552,loop
4.560,537100,after_loop
