t_s,rss_kb,phase
0.000,349692,start
0.114,359564,start
0.230,380144,setup
0.445,398608,setup
0.548,421136,after_setup
2.008,485640,loop
3.011,513312,loop
4.359,596960,loop
4.474,616528,loop
4.609,669064,loop
4.748,712360,loop
4.858,756380,loop
4.968,780404,loop
5.115,828188,loop
5.302,881984,loop
5.407,944180,loop
5.580,962132,loop
5.696,1035352,loop
5.806,1035352,loop
5.916,1035352,loop
6.031,1036184,loop
6.142,1036184,loop
6.257,1036184,loop
6.377,1036184,loop
6.493,1036228,loop
6.603,1036228,loop
6.718,1036228,loop
6.828,1036228,loop
6.944,1036228,loop
7.054,1036228,loop
7.169,1036228,loop
7.279,1036228,loop
7.400,1036228,loop
7.515,1036228,loop
7.625,1036228,loop
7.735,1036228,loop
7.851,1036228,loop
7.971,1036228,loop
8.081,1036228,loop
8.196,1036228,loop
8.312,1036228,loop
8.427,1036228,loop
8.542,1036228,loop
8.652,1036228,loop
8.773,1036228,loop
8.893,1036272,loop
8.998,1036272,loop
9.114,1036272,loop
9.229,1036272,loop
9.339,1036272,loop
9.455,1036272,loop
9.575,1036272,loop
9.695,1036272,loop
9.811,1036272,loop
9.926,1036272,loop
10.041,1036272,loop
10.156,1036272,loop
10.267,1036276,loop
10.377,1036276,loop
10.497,1036276,loop
10.618,1036276,loop
10.743,1036276,loop
10.853,1036276,loop
10.968,1036276,loop
11.084,1036276,loop
11.199,1036276,loop
11.309,1036276,loop
11.425,1036276,loop
11.535,1036276,loop
11.645,1036276,loop
11.755,1036276,loop
11.870,1036276,loop
11.996,1036276,loop
12.106,1036276,loop
12.221,1036276,loop
12.331,1036276,loop
12.452,1036276,loop
12.572,1036276,loop
12.687,1036276,loop
12.803,1036276,loop
12.913,1036276,loop
13.033,1036276,loop
13.144,1036276,loop
13.254,1036276,loop
13.369,1036276,loop
13.479,1036276,loop
13.595,1036276,loop
13.705,1036276,loop
13.815,1036276,loop
13.930,1036276,loop
14.046,1036276,loop
14.161,1036276,loop
14.276,1036276,loop
14.386,1036276,loop
14.496,1036276,loop
14.602,1036276,loop
14.717,1036276,loop
14.837,1036276,loop
14.952,1036276,loop
15.068,1036276,loop
15.183,1036276,loop
15.293,1036276,loop
15.408,1036276,loop
15.519,1036276,loop
15.639,1036276,loop
15.754,1036276,loop
15.870,1036276,loop
15.985,1036276,loop
16.100,1036276,loop
16.215,1036532,loop
16.341,1036532,loop
16.456,1036532,loop
16.566,1036532,loop
16.681,1036532,loop
16.797,1036532,loop
16.912,1036532,loop
17.027,1036532,loop
17.153,1036532,loop
17.273,1036532,loop
17.383,1036532,loop
17.498,1036532,loop
17.619,1036532,loop
17.729,1036532,loop
17.849,1036532,loop
17.965,1036532,loop
18.080,1036532,loop
18.190,1036532,loop
18.300,1036532,loop
18.421,1036532,loop
18.536,1036532,loop
18.646,1036532,loop
18.756,1036532,loop
18.871,1036532,loop
18.987,1036532,loop
19.097,1036532,loop
19.212,1036532,loop
19.327,1036532,loop
19.443,1036532,loop
19.553,1036532,loop
19.668,1036532,loop
19.778,1036532,loop
19.894,1036532,loop
20.009,1036532,loop
20.124,1036532,loop
20.239,1036532,loop
20.355,1036532,loop
20.470,1036532,loop
20.585,1036532,loop
20.706,1036532,loop
20.821,1036532,loop
20.931,1036532,loop
21.046,1036532,loop
21.162,1036532,loop
21.277,1036532,loop
21.387,1036532,loop
21.502,1036532,loop
21.612,1036532,loop
21.743,1036532,loop
