t_s,rss_kb,phase
0.000,347680,start
0.114,357536,start
0.398,413316,setup
0.503,419124,setup
0.724,434344,warmup
1.269,458240,warmup
1.505,465096,warmup
4.709,597540,jit
7.243,3786376,after_loop
