t_s,rss_kb,phase
0.000,359888,start
0.115,367268,start
0.277,412420,start
0.527,430108,warmup
1.063,449928,warmup
2.234,536044,warmup
4.390,582360,setup
4.511,582456,jit
5.224,582636,loop
