t_s,rss_kb,phase
0.000,347728,start
0.111,371596,start
0.441,396672,setup
0.543,419176,after_setup
2.282,488844,loop
2.432,517304,loop
2.576,569204,loop
2.696,612764,loop
2.862,658900,loop
2.981,658900,loop
3.091,658900,loop
3.211,497328,after_loop
