t_s,rss_kb,phase
0.000,347752,start
0.112,357676,start
0.288,396760,setup
0.542,419120,after_setup
1.984,496980,loop
3.240,549736,loop
3.381,589904,loop
3.542,642440,loop
3.717,694184,loop
3.841,740912,loop
3.993,782888,loop
4.184,838324,loop
4.286,839812,loop
4.387,839812,loop
4.488,839812,loop
4.589,839812,loop
4.697,839812,loop
4.808,839812,loop
4.912,839812,loop
5.016,839812,loop
5.125,839812,loop
5.226,839812,loop
5.331,839812,loop
5.435,839812,loop
5.539,839812,loop
5.645,839812,loop
5.747,839812,loop
5.847,839812,loop
5.955,839812,loop
6.060,839812,loop
6.162,839812,loop
6.272,839812,loop
6.379,839812,loop
6.497,839812,loop
6.599,839812,loop
6.705,839812,loop
6.812,839812,loop
6.916,839812,loop
7.019,839812,loop
7.126,839812,loop
7.233,839812,loop
7.337,839812,loop
7.443,839812,loop
7.546,839812,loop
7.653,839812,loop
7.756,839812,loop
7.859,839812,loop
7.965,839812,loop
8.069,839812,loop
8.175,839812,loop
8.285,839812,loop
8.398,839812,loop
8.507,839812,loop
8.618,839812,loop
8.721,839812,loop
8.843,839812,loop
8.957,839812,loop
9.097,839812,loop
9.210,839812,loop
9.313,839812,loop
9.417,839812,loop
9.518,839812,loop
9.629,839812,loop
9.734,839812,loop
9.851,839812,loop
9.977,839812,loop
10.078,839812,loop
10.181,839812,loop
10.295,839812,loop
10.400,839812,loop
10.514,839812,loop
10.623,839812,loop
10.733,839812,loop
10.846,839812,loop
10.958,839812,loop
11.076,839812,loop
11.177,839812,loop
11.292,839812,loop
11.402,839812,loop
11.512,839812,loop
11.622,839812,loop
11.726,839812,loop
11.834,839812,loop
11.938,839812,loop
12.043,839812,loop
12.157,839812,loop
12.267,839812,loop
12.370,839812,loop
12.471,839812,loop
12.572,839812,loop
12.694,839812,loop
12.795,839812,loop
12.895,839812,loop
12.999,839812,loop
13.115,839812,loop
13.220,839812,loop
13.323,839812,loop
13.442,839812,loop
13.545,839812,loop
13.665,839812,loop
13.789,839812,loop
13.903,839812,loop
14.018,839812,loop
14.124,839812,loop
14.225,839812,loop
14.332,839812,loop
14.445,839812,loop
14.551,839812,loop
14.654,839812,loop
14.761,839812,loop
14.862,839812,loop
14.970,839812,loop
15.080,839812,loop
15.189,839812,loop
15.302,839812,loop
15.407,839812,loop
15.516,839812,loop
15.629,839812,loop
15.730,839812,loop
