t_s,rss_kb,phase
0.000,351180,start
0.114,361212,start
0.293,384992,setup
0.398,393072,setup
0.663,422688,setup
0.858,478236,after_setup
3.017,520316,loop
4.416,545528,loop
4.566,594468,loop
4.719,619180,loop
4.844,622084,loop
4.959,625132,loop
5.092,628104,loop
5.203,630744,loop
5.318,635740,loop
5.443,636196,loop
5.553,636760,loop
