t_s,rss_kb,phase
0.000,347928,start
0.114,357748,start
0.446,396840,setup
0.548,419228,after_setup
2.001,496964,loop
3.254,551732,loop
3.388,596796,loop
3.545,644580,loop
3.717,696060,loop
3.839,738564,loop
3.988,789516,loop
4.193,840220,loop
4.296,841264,loop
4.396,841264,loop
4.497,841264,loop
4.600,841264,loop
4.704,841264,loop
4.806,841264,loop
4.912,841264,loop
5.014,841264,loop
5.118,841264,loop
5.227,841264,loop
5.327,841448,loop
5.428,841448,loop
5.530,841448,loop
5.632,841448,loop
5.734,841448,loop
5.837,841448,loop
5.939,841448,loop
6.044,841448,loop
6.148,841448,loop
6.250,841448,loop
6.351,841448,loop
6.453,841448,loop
6.555,841448,loop
6.658,841448,loop
6.760,841448,loop
6.861,841448,loop
6.963,841448,loop
7.075,841448,loop
7.177,841448,loop
7.277,841448,loop
7.378,841448,loop
7.482,841448,loop
7.586,841448,loop
7.689,841448,loop
7.790,841448,loop
7.897,841448,loop
8.002,841448,loop
8.105,841448,loop
8.207,841448,loop
8.310,841448,loop
8.412,841448,loop
8.514,841448,loop
8.619,841448,loop
8.721,841792,loop
8.823,841792,loop
8.925,841792,loop
9.032,841792,loop
9.133,841792,loop
9.236,841792,loop
9.344,841792,loop
9.446,841792,loop
9.547,841792,loop
9.649,841792,loop
9.752,841792,loop
9.853,841792,loop
9.953,841792,loop
10.056,841792,loop
10.157,841792,loop
10.265,841792,loop
10.366,841792,loop
10.467,841792,loop
10.567,841792,loop
10.668,841792,loop
10.772,841792,loop
10.876,841792,loop
10.977,841792,loop
11.078,841792,loop
11.179,841792,loop
11.279,841792,loop
11.382,841792,loop
11.483,841792,loop
11.587,841792,loop
11.689,841792,loop
11.794,841792,loop
11.898,841792,loop
12.002,841792,loop
12.104,841792,loop
12.206,841792,loop
12.318,841792,loop
12.421,841792,loop
12.523,841792,loop
12.627,841792,loop
12.728,841792,loop
12.830,841792,loop
12.931,841792,loop
13.032,841792,loop
13.135,841792,loop
13.236,841792,loop
13.337,841792,loop
13.438,841792,loop
13.539,841792,loop
13.640,841792,loop
13.743,841792,loop
13.844,841792,loop
13.949,841792,loop
14.050,841792,loop
14.151,841792,loop
14.251,841792,loop
14.352,841792,loop
14.457,841792,loop
14.564,841792,loop
14.669,841792,loop
14.770,841792,loop
14.870,841792,loop
14.970,841792,loop
15.070,841792,loop
15.171,841792,loop
15.274,841792,loop
15.376,841792,loop
15.477,841792,loop
15.584,841792,loop
15.686,841792,loop
15.787,841792,loop
15.889,841792,loop
15.993,841792,loop
16.093,841792,loop
16.193,841792,loop
16.294,841792,loop
16.394,841792,loop
16.494,841792,loop
16.595,841792,loop
16.698,841792,loop
16.801,841792,loop
16.902,841792,loop
17.005,841792,loop
17.106,841792,loop
17.207,841792,loop
17.307,841792,loop
17.411,841792,loop
17.512,841792,loop
17.625,841792,loop
17.726,841792,loop
17.829,841792,loop
17.930,841792,loop
18.032,841792,loop
18.134,841792,loop
18.245,841792,loop
18.346,841792,loop
18.449,841792,loop
18.552,841792,loop
18.659,841792,loop
18.763,841792,loop
18.868,841792,loop
18.973,842048,loop
19.074,842048,loop
19.184,842048,loop
19.286,842048,loop
19.406,842048,loop
19.506,842048,loop
19.611,842048,loop
19.712,842048,loop
19.814,842048,loop
19.916,842048,loop
20.016,842048,loop
20.117,842048,loop
20.220,842048,loop
20.329,842048,loop
20.430,842048,loop
20.531,842048,loop
20.633,842048,loop
20.735,842048,loop
20.835,842048,loop
20.936,842048,loop
21.037,842048,loop
21.138,842048,loop
21.240,842048,loop
21.344,842048,loop
21.446,842048,loop
21.551,842048,loop
21.656,842048,loop
21.757,842048,loop
21.859,842048,loop
21.962,842048,loop
22.063,842048,loop
22.168,842048,loop
22.269,842048,loop
22.376,842048,loop
22.479,842048,loop
22.579,842048,loop
22.688,842048,loop
22.790,842048,loop
22.895,842048,loop
23.001,842048,loop
23.103,842048,loop
23.207,842048,loop
23.309,842048,loop
23.412,842048,loop
23.515,842048,loop
23.617,842048,loop
23.721,842048,loop
23.825,842048,loop
23.928,842048,loop
24.032,842048,loop
24.133,842048,loop
24.235,842048,loop
24.338,842048,loop
24.443,842048,loop
24.548,842048,loop
24.650,842048,loop
24.754,842048,loop
24.860,842048,loop
24.961,842048,loop
25.064,842048,loop
25.164,842048,loop
25.265,842048,loop
25.370,842048,loop
25.474,842048,loop
25.575,842048,loop
25.678,842048,loop
25.778,842048,loop
25.878,842048,loop
25.979,842048,loop
26.084,842048,loop
26.184,842048,loop
26.284,842048,loop
26.388,842048,loop
26.489,842048,loop
26.598,842048,loop
26.700,842048,loop
26.802,842048,loop
26.902,842048,loop
27.004,842048,loop
27.117,842320,loop
27.233,842320,loop
27.343,842320,loop
27.458,842324,loop
27.573,842324,loop
27.694,842324,loop
