t_s,rss_kb,phase
0.000,347760,start
0.107,354856,start
0.222,373540,start
0.325,383736,setup
0.430,389628,setup
0.673,418124,warmup
1.254,451120,warmup
1.493,462280,warmup
1.624,565892,warmup
5.050,556980,jit
5.993,566236,loop
