t_s,rss_kb,pcpu
.004999472,996,0.0
.118105711,996,0.0
.224052593,996,0.0
.329890616,996,0.0
.435480598,996,0.0
.540804869,996,0.0
.646094129,996,0.0
.751420355,996,0.0
.856764163,996,0.0
.961998131,996,0.0
1.114031167,996,0.0
1.219645098,996,0.0
1.325063882,996,0.0
1.430419328,996,0.0
1.535722692,996,0.0
1.640982847,996,0.0
1.746264077,996,0.0
1.851496665,996,0.0
1.956728324,996,0.0
2.061928503,996,0.0
2.167169409,996,0.0
2.272389534,996,0.0
2.377615801,996,0.0
2.482857358,996,0.0
2.588096564,996,0.0
2.693341261,996,0.0
2.798845921,996,0.0
2.904284303,996,0.0
3.009526122,996,0.0
3.114891304,996,0.0
3.220145335,996,0.0
3.325782165,996,0.0
3.431776560,996,0.0
3.537111532,996,0.0
3.642416498,996,0.0
3.747688958,996,0.0
3.853407274,996,0.0
3.958627390,996,0.0
4.063904693,996,0.0
4.169086890,996,0.0
4.274299271,996,0.0
4.379449359,996,0.0
4.484637171,996,0.0
