t_s,rss_kb,pcpu
.004516463,1064,0.0
.117210669,1064,0.0
.223485440,1064,0.0
.329157246,1064,0.0
.434749450,1064,0.0
.540018642,1064,0.0
.645278169,1064,0.0
.750528311,1064,0.0
.855767131,1064,0.0
.961209230,1064,0.0
1.122232356,1064,0.0
1.228120031,1064,0.0
1.333552117,1064,0.0
1.438884799,1064,0.0
1.544207066,1064,0.0
1.649435074,1064,0.0
1.754743859,1064,0.0
1.859991674,1064,0.0
1.965213826,1064,0.0
2.070464340,1064,0.0
2.175710816,1064,0.0
2.280952791,1064,0.0
2.386179638,1064,0.0
2.491751432,1064,0.0
2.597057762,1064,0.0
2.702335434,1064,0.0
2.807530456,1064,0.0
2.912693133,1064,0.0
3.017851949,1064,0.0
3.123071278,1064,0.0
3.228192781,1064,0.0
3.333374300,1064,0.0
3.438507282,1064,0.0
3.543652740,1064,0.0
3.648805228,1064,0.0
3.753970611,1064,0.0
3.859124998,1064,0.0
3.964244714,1064,0.0
4.069348375,1064,0.0
4.174467911,1064,0.0
4.279562883,1064,0.0
4.384691965,1064,0.0
4.489792156,1064,0.0
4.594928492,1064,0.0
4.700030527,1064,0.0
4.805151442,1064,0.0
4.910279322,1064,0.0
5.015389137,1064,0.0
5.120469925,1064,0.0
5.225544034,1064,0.0
5.330681272,1064,0.0
5.435816728,1064,0.0
5.540992566,1064,0.0
5.646131211,1064,0.0
5.751246655,1064,0.0
5.856324462,1064,0.0
5.961427966,1064,0.0
6.066520620,1064,0.0
6.171667080,1064,0.0
6.276764543,1064,0.0
6.381904462,1064,0.0
6.487022643,1064,0.0
6.592311972,1064,0.0
6.697656525,1064,0.0
