t_s,rss_kb,pcpu
.004711611,1096,0.0
.118267084,1096,0.0
.224003410,1096,0.0
.329687052,1096,0.0
.435080196,1096,0.0
.540243634,1096,0.0
.645423790,1096,0.0
.750596117,1096,0.0
.855748370,1096,0.0
.960906347,1096,0.0
1.066187275,1096,0.0
1.171373945,1096,0.0
1.276506550,1096,0.0
1.381703292,1096,0.0
1.487031765,1096,0.0
1.593239103,1096,0.0
1.698890935,1096,0.0
1.804312239,1096,0.0
1.909655761,1096,0.0
2.015004846,1096,0.0
2.120314397,1096,0.0
2.225595716,1096,0.0
2.330826123,1096,0.0
2.436081460,1096,0.0
2.541311219,1096,0.0
2.646576673,1096,0.0
2.751797146,1096,0.0
2.857014839,1096,0.0
2.962237606,1096,0.0
3.067424660,1096,0.0
3.172634646,1096,0.0
3.278059872,1096,0.0
3.383395077,1096,0.0
3.488776392,1096,0.0
3.594061965,1096,0.0
3.699293575,1096,0.0
3.804501538,1096,0.0
3.909724549,1096,0.0
4.014904097,1096,0.0
4.120096019,1096,0.0
4.225268816,1096,0.0
4.330598858,1096,0.0
