t_s,rss_kb,pcpu
.004267124,1072,0.0
.119242583,1072,0.0
.224939773,1072,0.0
.330632493,1072,0.0
.436026914,1072,0.0
.541234743,1072,0.0
.646401654,1072,0.0
.751505410,1072,0.0
.856606084,1072,0.0
.961734845,1072,0.0
1.109941213,1072,0.0
1.215516139,1072,0.0
1.320835450,1072,0.0
1.426036944,1072,0.0
1.531282926,1072,0.0
1.636453802,1072,0.0
1.741598479,1072,0.0
1.846748025,1072,0.0
1.951844529,1072,0.0
2.056936892,1072,0.0
2.162160538,1072,0.0
2.267287654,1072,0.0
2.372442176,1072,0.0
2.477566169,1072,0.0
2.582746598,1072,0.0
2.687821632,1072,0.0
2.792932938,1072,0.0
2.898048786,1072,0.0
3.003159724,1072,0.0
3.108273573,1072,0.0
3.213399872,1072,0.0
3.318476468,1072,0.0
3.423629941,1072,0.0
3.528744363,1072,0.0
3.633866963,1072,0.0
3.738961122,1072,0.0
3.844067499,1072,0.0
3.949159685,1072,0.0
4.054390398,1072,0.0
4.160380137,1072,0.0
