t_s,rss_kb,pcpu
.004601217,1064,0.0
.113518182,1064,0.0
.219217746,1064,0.0
.325734766,1064,0.0
.432050763,1064,0.0
.537380924,1064,0.0
.642787804,1064,0.0
.748073893,1064,0.0
.853428373,1064,0.0
.958806879,1064,0.0
1.064091369,1064,0.0
1.170319500,1064,0.0
1.275779378,1064,0.0
1.381975667,1064,0.0
1.487803208,1064,0.0
1.594004326,1064,0.0
1.699959880,1064,0.0
1.806127421,1064,0.0
1.912112631,1064,0.0
2.017647685,1064,0.0
2.123063830,1064,0.0
2.228936266,1064,0.0
2.334313098,1064,0.0
2.439595127,1064,0.0
2.544801632,1064,0.0
2.649949746,1064,0.0
2.755123919,1064,0.0
2.860337613,1064,0.0
3.034307928,1064,0.0
3.140210625,1064,0.0
3.246324781,1064,0.0
3.351885812,1064,0.0
3.457226430,1064,0.0
3.562834659,1064,0.0
3.668231722,1064,0.0
3.774097311,1064,0.0
3.879337676,1064,0.0
3.984585946,1064,0.0
4.089604742,1064,0.0
4.194621381,1064,0.0
4.299836973,1064,0.0
4.404966766,1064,0.0
4.510016466,1064,0.0
4.615093008,1064,0.0
4.720258556,1064,0.0
4.825398442,1064,0.0
4.930530912,1064,0.0
5.035696424,1064,0.0
5.140782012,1064,0.0
5.245893018,1064,0.0
5.351021926,1064,0.0
5.456185468,1064,0.0
5.561215051,1064,0.0
5.666280237,1064,0.0
5.771344153,1064,0.0
5.876401359,1064,0.0
5.981505661,1064,0.0
6.086601177,1064,0.0
6.191668931,1064,0.0
6.296817819,1064,0.0
6.402016927,1064,0.0
6.507115904,1064,0.0
6.612166382,1064,0.0
6.717236588,1064,0.0
6.822323847,1064,0.0
6.927409053,1064,0.0
7.032510801,1064,0.0
7.137565135,1064,0.0
7.242600884,1064,0.0
7.347660297,1064,0.0
7.452727392,1064,0.0
7.557790686,1064,0.0
7.662942367,1064,0.0
7.768052423,1064,0.0
7.873184504,1064,0.0
7.978301310,1064,0.0
8.083415567,1064,0.0
8.188526184,1064,0.0
8.293638363,1064,0.0
8.398700139,1064,0.0
8.504306807,1064,0.0
8.609671200,1064,0.0
8.715013792,1064,0.0
8.820834343,1064,0.0
8.925996092,1064,0.0
9.031129264,1064,0.0
9.136241190,1064,0.0
9.241359892,1064,0.0
9.346470826,1064,0.0
9.451590735,1064,0.0
9.556690950,1064,0.0
9.661800041,1064,0.0
9.766889245,1064,0.0
9.871970727,1064,0.0
9.977062468,1064,0.0
10.082152088,1064,0.0
10.187343231,1064,0.0
10.293210007,1064,0.0
10.398959521,1064,0.0
10.504111675,1064,0.0
10.609336660,1064,0.0
10.714493666,1064,0.0
10.819676892,1064,0.0
10.924822954,1064,0.0
11.030011621,1064,0.0
11.135134439,1064,0.0
11.240309513,1064,0.0
11.345408680,1064,0.0
11.450537147,1064,0.0
11.555638106,1064,0.0
11.660645078,1064,0.0
11.765640417,1064,0.0
11.870704429,1064,0.0
11.975812891,1064,0.0
12.080936561,1064,0.0
12.186065993,1064,0.0
12.291218916,1064,0.0
12.396447743,1064,0.0
12.501564578,1064,0.0
12.606688844,1064,0.0
12.711830205,1064,0.0
12.816958704,1064,0.0
12.922079237,1064,0.0
13.027195867,1064,0.0
13.132327061,1064,0.0
13.237410022,1064,0.0
13.342544903,1064,0.0
13.447646402,1064,0.0
13.552836498,1064,0.0
13.657962475,1064,0.0
13.763143557,1064,0.0
13.868296226,1064,0.0
13.973334004,1064,0.0
14.078445200,1064,0.0
14.183550793,1064,0.0
14.288653804,1064,0.0
14.393750789,1064,0.0
14.498845884,1064,0.0
14.603941567,1064,0.0
14.709071986,1064,0.0
14.814152003,1064,0.0
14.919266163,1064,0.0
15.024346916,1064,0.0
15.129434876,1064,0.0
15.234560674,1064,0.0
15.339640730,1064,0.0
15.444787348,1064,0.0
