t_s,rss_kb,phase
0.000,347548,start
0.112,357444,start
0.722,514324,setup
0.828,522192,setup
1.058,537516,warmup
1.180,552664,warmup
1.849,554932,warmup
4.885,568460,setup
5.861,666232,setup
13.579,676724,after_loop
