t_s,rss_kb,pcpu
.004583617,988,0.0
.115844519,988,0.0
.221707732,988,0.0
.327317881,988,0.0
.432743962,988,0.0
.537997899,988,0.0
.643229510,988,0.0
.748453814,988,0.0
.853668790,988,0.0
.958887931,988,0.0
1.107982963,988,0.0
1.213429473,988,0.0
1.318765996,988,0.0
1.424015853,988,0.0
1.529227731,988,0.0
1.634419832,988,0.0
1.739728873,988,0.0
1.844960215,988,0.0
1.950211553,988,0.0
2.055335985,988,0.0
2.160495121,988,0.0
2.265661884,988,0.0
2.370855714,988,0.0
2.476033660,988,0.0
2.581224935,988,0.0
2.686411890,988,0.0
2.791615824,988,0.0
2.896779980,988,0.0
3.001872654,988,0.0
3.107019145,988,0.0
3.212225585,988,0.0
3.317360936,988,0.0
3.422459166,988,0.0
3.527517507,988,0.0
3.632631009,988,0.0
3.737733615,988,0.0
3.842825559,988,0.0
3.947968094,988,0.0
4.053100810,988,0.0
4.158222773,988,0.0
4.263340897,988,0.0
4.368626387,988,0.0
4.473935425,988,0.0
4.579053208,988,0.0
4.684150066,988,0.0
4.789242933,988,0.0
4.894394111,988,0.0
4.999480022,988,0.0
5.104565753,988,0.0
5.209684354,988,0.0
5.314810286,988,0.0
5.419941474,988,0.0
5.525019468,988,0.0
5.630126549,988,0.0
5.735719692,988,0.0
5.840819528,988,0.0
5.945944909,988,0.0
6.051032847,988,0.0
6.156246957,988,0.0
6.261372583,988,0.0
6.366505253,988,0.0
6.471667837,988,0.0
6.576775489,988,0.0
6.681887115,988,0.0
6.787034860,988,0.0
6.892190133,988,0.0
6.997307594,988,0.0
7.102440782,988,0.0
7.207589370,988,0.0
7.312702734,988,0.0
7.417805840,988,0.0
7.522958170,988,0.0
7.628042239,988,0.0
7.733047814,988,0.0
7.837830094,988,0.0
7.943256013,988,0.0
8.048780482,988,0.0
8.154697519,988,0.0
8.260621968,988,0.0
8.366770643,988,0.0
8.472711328,988,0.0
8.578579487,988,0.0
8.684567937,988,0.0
8.790591169,988,0.0
8.896253669,988,0.0
9.001971878,988,0.0
9.107481509,988,0.0
9.213228530,988,0.0
9.319060133,988,0.0
9.424827500,988,0.0
