t_s,rss_kb,pcpu
.004265152,1080,0.0
.113950286,1080,0.0
.219627023,1080,0.0
.325181459,1080,0.0
.430566198,1080,0.0
.535763293,1080,0.0
.640919541,1080,0.0
.746131636,1080,0.0
.851310516,1080,0.0
.956547140,1080,0.0
1.080746181,1080,0.0
1.186103792,1080,0.0
1.291410404,1080,0.0
1.396669649,1080,0.0
1.501900505,1080,0.0
1.607127570,1080,0.0
1.712322663,1080,0.0
1.817480022,1080,0.0
1.922615025,1080,0.0
2.027746960,1080,0.0
2.132869363,1080,0.0
2.237986672,1080,0.0
2.343167063,1080,0.0
2.448280739,1080,0.0
2.553401584,1080,0.0
2.658533799,1080,0.0
2.763661908,1080,0.0
2.868789530,1080,0.0
2.973914486,1080,0.0
3.079002092,1080,0.0
3.184071497,1080,0.0
3.289173418,1080,0.0
3.394287571,1080,0.0
3.499359476,1080,0.0
3.604505292,1080,0.0
3.709559331,1080,0.0
3.814694086,1080,0.0
3.919782935,1080,0.0
4.024919768,1080,0.0
4.130049875,1080,0.0
4.235182788,1080,0.0
4.340272412,1080,0.0
4.445366539,1080,0.0
4.550445723,1080,0.0
4.655514161,1080,0.0
4.760605536,1080,0.0
4.865733349,1080,0.0
4.970826559,1080,0.0
5.075953485,1080,0.0
5.181026037,1080,0.0
5.286144279,1080,0.0
5.391220957,1080,0.0
5.496321442,1080,0.0
5.601426759,1080,0.0
5.706468093,1080,0.0
5.811730967,1080,0.0
5.918068555,1080,0.0
6.024304492,1080,0.0
6.130401341,1080,0.0
6.236966233,1080,0.0
6.343059019,1080,0.0
6.448462255,1080,0.0
6.554538018,1080,0.0
6.660305838,1080,0.0
